0,342.135
-6.94E-19,342.084
-1.39E-18,342.026
-2.08E-18,341.969
-2.78E-18,341.915
-3.47E-18,341.862
-4.16E-18,341.812
-4.86E-18,341.764
-5.55E-18,341.718
-6.25E-18,341.674
-6.94E-18,341.632
-7.63E-18,341.592
-8.33E-18,341.554
-9.02E-18,341.518
-9.71E-18,341.484
-1.04E-17,341.453
-1.11E-17,341.423
-1.18E-17,341.396
-1.25E-17,341.37
-1.32E-17,341.347
0,341.335
0.1,341.335
0.095,341.345
0.09,341.362
0.085,341.377
0.08,341.39
0.075,341.402
0.07,341.411
0.065,341.418
0.06,341.423
0.055,341.426
0.05,341.427
0.045,341.426
0.04,341.423
0.035,341.418
0.03,341.411
0.025,341.402
0.02,341.39
0.015,341.377
0.01,341.362
0.005,341.345
0,341.335
0.1,341.335
0.1,341.347
0.1,341.37
0.1,341.396
0.1,341.423
0.1,341.453
0.1,341.484
0.1,341.518
0.1,341.554
0.1,341.592
0.1,341.632
0.1,341.674
0.1,341.718
0.1,341.764
0.1,341.812
0.1,341.862
0.1,341.915
0.1,341.969
0.1,342.026
0.1,342.084
0.1,342.135
0.1,342.135
0.095,342.165
0.09,342.182
0.085,342.198
0.08,342.211
0.075,342.223
0.07,342.232
0.065,342.239
0.06,342.244
0.055,342.247
0.05,342.249
0.045,342.247
0.04,342.244
0.035,342.239
0.03,342.232
0.025,342.223
0.02,342.211
0.015,342.198
0.01,342.182
0.005,342.165
0,342.135
0.05,341.695
0.05,341.735
0.055,341.734
0.055,341.694
0.05,341.777
0.055,341.776
0.045,341.734
0.045,341.694
0.045,341.776
0.045,341.656
0.05,341.657
0.055,341.656
0.06,341.691
0.06,341.731
0.06,341.773
0.055,341.82
0.05,341.821
0.045,341.82
0.04,341.731
0.04,341.691
0.04,341.773
0.04,341.653
0.06,341.653
0.06,341.817
0.04,341.817
0.045,341.62
0.05,341.621
0.04,341.617
0.065,341.685
0.065,341.725
0.065,341.647
0.055,341.62
0.06,341.617
0.055,341.866
0.05,341.867
0.06,341.863
0.065,341.767
0.065,341.812
0.035,341.767
0.035,341.725
0.035,341.812
0.045,341.866
0.04,341.863
0.035,341.647
0.035,341.685
0.035,341.612
0.065,341.612
0.065,341.858
0.035,341.858
0.03,341.678
0.03,341.64
0.03,341.604
0.035,341.578
0.04,341.583
0.045,341.586
0.05,341.587
0.055,341.586
0.06,341.583
0.065,341.578
0.07,341.604
0.07,341.64
0.07,341.678
0.07,341.718
0.07,341.76
0.07,341.804
0.07,341.851
0.065,341.906
0.06,341.911
0.055,341.914
0.05,341.915
0.045,341.914
0.04,341.911
0.035,341.906
0.03,341.851
0.03,341.804
0.03,341.76
0.03,341.718
0.03,341.571
0.07,341.571
0.07,341.899
0.03,341.899
0.035,341.546
0.04,341.551
0.045,341.554
0.05,341.555
0.055,341.554
0.06,341.551
0.03,341.539
0.075,341.595
0.075,341.631
0.075,341.561
0.07,341.539
0.065,341.546
0.075,341.669
0.075,341.709
0.075,341.751
0.075,341.795
0.065,341.956
0.06,341.962
0.07,341.949
0.075,341.841
0.075,341.89
0.055,341.965
0.05,341.966
0.045,341.965
0.04,341.962
0.025,341.841
0.025,341.795
0.025,341.89
0.035,341.956
0.03,341.949
0.025,341.751
0.025,341.709
0.025,341.669
0.025,341.631
0.025,341.561
0.025,341.595
0.025,341.53
0.075,341.53
0.075,341.94
0.025,341.94
0.02,341.584
0.02,341.55
0.02,341.518
0.025,341.5
0.03,341.509
0.035,341.516
0.04,341.521
0.045,341.525
0.05,341.526
0.055,341.525
0.06,341.521
0.07,341.509
0.065,341.516
0.075,341.5
0.08,341.518
0.08,341.55
0.08,341.584
0.08,341.62
0.08,341.658
0.08,341.698
0.08,341.74
0.08,341.784
0.08,341.83
0.08,341.878
0.08,341.928
0.075,341.992
0.07,342.002
0.065,342.009
0.06,342.014
0.055,342.017
0.05,342.018
0.045,342.017
0.04,342.014
0.035,342.009
0.03,342.002
0.025,341.992
0.02,341.878
0.02,341.928
0.02,341.83
0.02,341.784
0.02,341.74
0.02,341.698
0.02,341.658
0.02,341.62
0.02,341.489
0.08,341.489
0.08,341.981
0.02,341.981
0.025,341.472
0.03,341.482
0.035,341.489
0.04,341.494
0.045,341.497
0.05,341.498
0.055,341.497
0.06,341.494
0.065,341.489
0.07,341.482
0.02,341.461
0.085,341.505
0.085,341.537
0.085,341.475
0.08,341.461
0.075,341.472
0.085,341.571
0.085,341.606
0.085,341.644
0.085,341.684
0.085,341.726
0.085,341.77
0.085,341.816
0.085,341.865
0.075,342.047
0.07,342.056
0.08,342.035
0.085,341.915
0.085,341.967
0.065,342.063
0.06,342.068
0.055,342.072
0.05,342.073
0.045,342.072
0.04,342.068
0.035,342.063
0.03,342.056
0.015,341.865
0.015,341.915
0.015,341.967
0.025,342.047
0.02,342.035
0.015,341.816
0.015,341.77
0.015,341.726
0.015,341.684
0.015,341.644
0.015,341.606
0.015,341.571
0.015,341.537
0.015,341.475
0.015,341.505
0.015,341.448
0.085,341.448
0.085,342.022
0.015,342.022
0.01,341.46
0.01,341.49
0.01,341.432
0.015,341.422
0.02,341.435
0.025,341.447
0.03,341.456
0.035,341.463
0.04,341.468
0.045,341.471
0.05,341.472
0.055,341.471
0.06,341.468
0.065,341.463
0.07,341.456
0.08,341.435
0.075,341.447
0.085,341.422
0.09,341.432
0.09,341.46
0.09,341.49
0.09,341.521
0.09,341.555
0.09,341.591
0.09,341.629
0.09,341.669
0.09,341.711
0.09,341.755
0.09,341.801
0.09,341.849
0.09,341.9
0.09,341.952
0.09,342.006
0.085,342.078
0.08,342.092
0.075,342.103
0.07,342.113
0.065,342.12
0.06,342.125
0.055,342.128
0.05,342.129
0.045,342.128
0.04,342.125
0.035,342.12
0.03,342.113
0.025,342.103
0.02,342.092
0.015,342.078
0.01,341.952
0.01,342.006
0.01,341.9
0.01,341.849
0.01,341.801
0.01,341.755
0.01,341.711
0.01,341.669
0.01,341.629
0.01,341.591
0.01,341.555
0.01,341.521
0.01,341.407
0.09,341.407
0.09,342.063
0.01,342.063
0.015,341.399
0.02,341.412
0.025,341.423
0.03,341.432
0.035,341.44
0.04,341.445
0.045,341.448
0.05,341.449
0.055,341.448
0.06,341.445
0.065,341.44
0.07,341.432
0.08,341.412
0.075,341.423
0.01,341.383
0.095,341.415
0.095,341.443
0.095,341.389
0.085,341.399
0.09,341.383
0.095,341.472
0.095,341.504
0.095,341.538
0.095,341.574
0.095,341.611
0.095,341.651
0.095,341.693
0.095,341.737
0.095,341.783
0.095,341.832
0.095,341.882
0.095,341.934
0.085,342.137
0.08,342.151
0.09,342.121
0.095,341.989
0.095,342.045
0.075,342.162
0.07,342.171
0.065,342.178
0.06,342.184
0.055,342.187
0.05,342.188
0.045,342.187
0.04,342.184
0.035,342.178
0.03,342.171
0.025,342.162
0.02,342.151
0.005,341.989
0.005,341.934
0.005,342.045
0.015,342.137
0.01,342.121
0.005,341.882
0.005,341.832
0.005,341.783
0.005,341.737
0.005,341.693
0.005,341.651
0.005,341.611
0.005,341.574
0.005,341.538
0.005,341.504
0.005,341.472
0.005,341.443
0.005,341.415
0.005,341.389
0.005,341.366
0.095,341.366
0.095,342.104
0.005,342.104
0.01,341.362
0.005,341.345
0.015,341.377
0.02,341.39
0.025,341.402
0.03,341.411
0.035,341.418
0.04,341.423
0.045,341.426
0.05,341.427
0.055,341.426
0.06,341.423
0.065,341.418
0.07,341.411
0.075,341.402
0.08,341.39
0.085,341.377
0.09,341.362
0.095,341.345
0.1,341.347
0.1,341.37
0.1,341.396
0.1,341.423
0.1,341.453
0.1,341.484
0.1,341.518
0.1,341.554
0.1,341.592
0.1,341.632
0.1,341.674
0.1,341.718
0.1,341.764
0.1,341.812
0.1,341.862
0.1,341.915
0.1,341.969
0.1,342.026
0.1,342.084
0.095,342.165
0.09,342.182
0.085,342.198
0.08,342.211
0.075,342.223
0.07,342.232
0.065,342.239
0.06,342.244
0.055,342.247
0.05,342.249
0.045,342.247
0.04,342.244
0.035,342.239
0.03,342.232
0.025,342.223
0.02,342.211
0.015,342.198
0.01,342.182
0.005,342.165
-6.94E-19,342.084
-1.39E-18,342.026
-2.08E-18,341.969
-2.78E-18,341.915
-3.47E-18,341.862
-4.16E-18,341.812
-4.86E-18,341.764
-5.55E-18,341.718
-6.25E-18,341.674
-6.94E-18,341.632
-7.63E-18,341.592
-8.33E-18,341.554
-9.02E-18,341.518
-9.71E-18,341.484
-1.04E-17,341.453
-1.11E-17,341.423
-1.18E-17,341.396
-1.25E-17,341.37
-1.32E-17,341.347
0.05,341.695
0.05,341.735
0.055,341.734
0.055,341.694
0.05,341.777
0.055,341.776
0.045,341.734
0.045,341.694
0.045,341.776
0.045,341.656
0.05,341.657
0.055,341.656
0.06,341.691
0.06,341.731
0.06,341.773
0.055,341.82
0.05,341.821
0.045,341.82
0.04,341.731
0.04,341.691
0.04,341.773
0.04,341.653
0.06,341.653
0.06,341.817
0.04,341.817
0.045,341.62
0.05,341.621
0.04,341.617
0.065,341.685
0.065,341.725
0.065,341.647
0.055,341.62
0.06,341.617
0.055,341.866
0.05,341.867
0.06,341.863
0.065,341.767
0.065,341.812
0.035,341.767
0.035,341.725
0.035,341.812
0.045,341.866
0.04,341.863
0.035,341.647
0.035,341.685
0.035,341.612
0.065,341.612
0.065,341.858
0.035,341.858
0.03,341.678
0.03,341.64
0.03,341.604
0.035,341.578
0.04,341.583
0.045,341.586
0.05,341.587
0.055,341.586
0.06,341.583
0.065,341.578
0.07,341.604
0.07,341.64
0.07,341.678
0.07,341.718
0.07,341.76
0.07,341.804
0.07,341.851
0.065,341.906
0.06,341.911
0.055,341.914
0.05,341.915
0.045,341.914
0.04,341.911
0.035,341.906
0.03,341.851
0.03,341.804
0.03,341.76
0.03,341.718
0.03,341.571
0.07,341.571
0.07,341.899
0.03,341.899
0.035,341.546
0.04,341.551
0.045,341.554
0.05,341.555
0.055,341.554
0.06,341.551
0.03,341.539
0.075,341.595
0.075,341.631
0.075,341.561
0.07,341.539
0.065,341.546
0.075,341.669
0.075,341.709
0.075,341.751
0.075,341.795
0.065,341.956
0.06,341.962
0.07,341.949
0.075,341.841
0.075,341.89
0.055,341.965
0.05,341.966
0.045,341.965
0.04,341.962
0.025,341.841
0.025,341.795
0.025,341.89
0.035,341.956
0.03,341.949
0.025,341.751
0.025,341.709
0.025,341.669
0.025,341.631
0.025,341.561
0.025,341.595
0.025,341.53
0.075,341.53
0.075,341.94
0.025,341.94
0.02,341.584
0.02,341.55
0.02,341.518
0.025,341.5
0.03,341.509
0.035,341.516
0.04,341.521
0.045,341.525
0.05,341.526
0.055,341.525
0.06,341.521
0.07,341.509
0.065,341.516
0.075,341.5
0.08,341.518
0.08,341.55
0.08,341.584
0.08,341.62
0.08,341.658
0.08,341.698
0.08,341.74
0.08,341.784
0.08,341.83
0.08,341.878
0.08,341.928
0.075,341.992
0.07,342.002
0.065,342.009
0.06,342.014
0.055,342.017
0.05,342.018
0.045,342.017
0.04,342.014
0.035,342.009
0.03,342.002
0.025,341.992
0.02,341.878
0.02,341.928
0.02,341.83
0.02,341.784
0.02,341.74
0.02,341.698
0.02,341.658
0.02,341.62
0.02,341.489
0.08,341.489
0.08,341.981
0.02,341.981
0.025,341.472
0.03,341.482
0.035,341.489
0.04,341.494
0.045,341.497
0.05,341.498
0.055,341.497
0.06,341.494
0.065,341.489
0.07,341.482
0.02,341.461
