0.180003,300
0.181001,300
0.181004,300
0.180003,300
0.182005,300
0.182004,300
0.167001,300
0.167,300
0.166,300
0.166,300
0.168002,300
0.168003,300
0.167,300
0.166,300
0.168003,300
0.167009,300
0.167,300
0.166015,300
0.166012,300
0.166004,300
0.167,300
0.168001,300
0.168001,300
0.168,300
0.165008,300
0.165017,300
0.166,300
0.167,300
0.165,300
0.168003,300
0.167005,300
0.169001,300
0.169001,300
0.168001,300
0.169001,300
0.167002,300
0.167,300
0.168002,300
0.166,300
0.166008,300
0.165,300
0.165,300
0.165,300
0.165016,300
0.168001,300
0.167,300
0.166,300
0.165,300
0.169002,300
0.169003,300
0.169003,300
0.169002,300
0.168,300
0.167,300
0.169002,300
0.169002,300
0.169001,300
0.169001,300
0.168,300
0.169,300
0.164,300
0.164,300
0.164,300
0.164016,300
0.164017,300
0.164,300
0.168,300
0.167,300
0.169,300
0.170001,300
0.170001,300
0.170001,300
0.169016,300
0.168,300
0.170037,300
0.17002,300
0.169013,300
0.170036,300
0.168,300
0.169002,300
0.168,300
0.167,300
0.167,300
0.166,300
0.166004,300
0.165,300
0.165013,300
0.164,300
0.16402,300
0.163,300
0.163,300
0.163,300
0.163,300
0.163016,300
0.163014,300
0.166,300
0.165,300
0.164,300
0.163,300
0.170002,300
0.170003,300
0.170003,300
0.170004,300
0.170002,300
0.170002,300
0.169,300
0.168,300
0.170002,300
0.170001,300
0.170001,300
0.170001,300
0.167,300
0.166,300
0.168,300
0.169,300
0.165,300
0.164,300
0.162005,300
0.162017,300
0.161997,300
0.163,300
0.162,300
0.162,300
0.162,300
0.170004,300
0.17,300
0.160994,300
0.16101,300
0.161984,300
0.163,300
0.160984,300
0.170022,300
0.169014,300
0.171042,300
0.17103,300
0.17,300
0.171001,300
0.169,300
0.170001,300
0.169,300
0.168,300
0.168,300
0.167,300
0.167,300
0.166,300
0.166001,300
0.165,300
0.165007,300
0.164,300
0.164019,300
0.163,300
0.16302,300
0.162,300
0.162008,300
0.161,300
0.161,300
0.161,300
0.161014,300
0.164,300
0.163,300
0.162,300
0.161,300
0.166,300
0.165,300
0.168,300
0.167,300
0.170001,300
0.169,300
0.171004,300
0.171003,300
0.171004,300
0.171002,300
0.171002,300
0.171003,300
0.171002,300
0.171002,300
0.171001,300
0.171002,300
0.17,300
0.169,300
0.171001,300
0.171001,300
0.171031,300
0.171049,300
0.171001,300
0.171001,300
0.171001,300
0.171001,300
0.171001,300
0.171001,300
0.169,300
0.168,300
0.17,300
0.171001,300
0.167,300
0.166,300
0.165,300
0.164,300
0.160002,300
0.160014,300
0.159986,300
0.16,300
0.16,300
0.16,300
0.17,300
0.169,300
0.171,300
0.172001,300
0.172001,300
0.172001,300
0.171,300
0.17,300
0.172,300
0.172001,300
0.171,300
0.172,300
0.17,300
0.17,300
0.171001,300
0.169,300
0.169,300
0.168,300
0.168,300
0.167,300
0.167,300
0.166,300
0.166,300
0.165,300
0.165001,300
0.164,300
0.164013,300
0.163,300
0.163026,300
0.162,300
0.162014,300
0.161,300
0.161003,300
0.16,300
0.160017,300
0.159004,300
0.159015,300
0.159,300
0.159,300
0.159,300
0.16,300
0.159,300
0.158,300
0.158,300
0.158,300
0.159,300
0.162,300
0.161,300
0.164,300
0.163,300
0.165,300
0.166,300
0.168,300
0.167,300
0.172004,300
0.172003,300
0.172004,300
0.172005,300
0.172002,300
0.172003,300
0.172002,300
