X,Y,Temperature
0.18,0.02,340.063
0.19,0.02,340.059
0.19,0.03,340.058
0.18,0.03,340.059
0.18,0.01,340.063
0.19,0.01,340.058
0.18,0,340.058
0.19,0,340.056
0.17,0.03,340.065
0.17,0.02,340.068
0.17,0.01,340.068
0.17,0,340.064
0.16,0.03,340.072
0.16,0.02,340.073
0.16,0.01,340.073
0.16,0,340.07
0.15,0.03,340.075
0.15,0.02,340.077
0.15,0.01,340.078
0.15,0,340.076
0.14,0.03,340.08
0.14,0.02,340.082
0.14,0.01,340.083
0.14,0,340.083
0.13,0.03,340.086
0.13,0.02,340.088
0.13,0.01,340.087
0.13,0,340.087
0.12,0.03,340.091
0.12,0.02,340.092
0.12,0.01,340.091
0.12,0,340.09
0.11,0.03,340.093
0.11,0.02,340.094
0.11,0.01,340.094
0.11,0,340.092
0.1,0.03,340.094
0.1,0.02,340.096
0.1,0.01,340.095
0.1,0,340.093
0.09,0.03,340.095
0.09,0.02,340.096
0.09,0.01,340.095
0.09,0,340.093
0.08,0.03,340.092
0.08,0.02,340.094
0.08,0.01,340.093
0.08,0,340.092
0.07,0.03,340.089
0.07,0.02,340.091
0.07,0.01,340.091
0.07,0,340.09
0.06,0.03,340.086
0.06,0.02,340.087
0.06,0.01,340.087
0.06,0,340.087
0.05,0.03,340.081
0.05,0.02,340.082
0.05,0.01,340.082
0.05,0,340.082
0.04,0.03,340.076
0.04,0.02,340.077
0.04,0.01,340.078
0.04,0,340.076
0.03,0.03,340.071
0.03,0.02,340.073
0.03,0.01,340.073
0.03,0,340.069
0.02,0.03,340.066
0.02,0.02,340.068
0.02,0.01,340.068
0.02,0,340.064
0.01,0.03,340.06
0.01,0.02,340.063
0.01,0.01,340.063
0.01,0,340.059
7.49E-16,0.03,340.056
5.06E-16,0.02,340.057
2.53E-16,0.01,340.057
0,0,340.057
0.046,0.06,340.011
0.046,0.05,340.018
0.049,0.05,340.017
0.049,0.06,340.012
0.049,0.04,340.033
0.046,0.04,340.035
0.046,0.03,340.079
0.049,0.03,340.081
0.141,0.06,340.009
0.141,0.05,340.017
0.144,0.05,340.016
0.144,0.06,340.01
0.144,0.04,340.032
0.141,0.04,340.033
0.141,0.03,340.079
0.144,0.03,340.078
0.0529754,-0.0222878,300.463
0.054785,-0.0310362,300.016
0.059573,-0.0228153,300.187
0.0530963,-0.0200267,300.556
0.0627437,-0.0286879,300.047
0.0680794,-0.0252957,300.109
0.0526321,-0.0200416,300.57
0.0536462,-0.0185519,301.337
0.0526468,-0.0198083,300.621
0.0695724,-0.0263923,300.076
0.061216,-0.0198904,300.828
0.0696934,-0.0255293,300.172
0.0590036,-0.0131778,304.264
0.357147,-0.00634085,300
0.362361,5.53E-05,300
0.35957,0.0028496,300
0.352938,0.00285617,300
0.354363,-0.00876925,300
0.355983,-0.00974625,300
0.354298,-0.0102038,300
0.355695,-0.0114285,300
0.35279,-0.0216626,300
0.356129,-0.0231649,300
0.347935,-0.0138508,300
0.347314,-0.00703142,300
0.341114,-0.0152402,300
0.343725,-0.0204691,300
0.348091,-0.0033023,300
0.361871,-0.00743636,300
0.363183,-0.0179059,300
0.363246,-0.0127461,300
0.340618,-0.0185011,300
0.0475,0,340.069
0.0507759,-0.00689036,316.877
0.0507212,-0.00215522,332.232
0.0580556,0,340.074
0.355597,0.0886073,300
0.352496,0.0864836,300
0.355079,0.0845963,300
0.351602,0.0853677,300
0.204185,-0.0118011,300.066
0.204696,-0.0154688,300.055
0.211768,-0.0134698,300.007
0.210046,-0.00416151,300.039
0.202413,-0.0143402,300.071
0.205419,-0.00345727,300.858
0.202308,-0.0123409,300.167
0.200667,-0.00244851,301.369
0.204533,0.00249546,300.595
0.20753,0.000834506,300.337
0.205786,0.0061513,300.586
0.211223,0.0056154,300.232
0.213754,0.00376195,300.019
-0.0992882,0.109247,300
-0.0996423,0.12321,300
-0.10641,0.122344,300
-0.104705,0.112019,300
-0.0941296,0.108906,300
-0.101897,0.104142,300
0.23036,0.0621938,300
0.240849,0.0699469,300
0.23425,0.07576,300
0.229118,0.072423,300
0.234191,0.0599818,300
0.245105,0.0685057,300
0.232254,0.0522623,300
0.224027,0.0552783,300.002
