X,Y,Z,Temperature
0.270116,0.157565,475,300
0.28014,0.144409,475,300
0.267061,0.147635,475,300
0.273848,0.139197,475,300
0.278939,0.135793,475,300
0.286569,0.141326,475,300
0.282709,0.171336,475,300
0.287272,0.15851,475,300
0.290512,0.151324,475,300
-0.125186,0.0424112,475,300
-0.115191,0.0448514,475,300
-0.129949,0.0372364,475,300
-0.118914,0.0269405,475,300
-0.114457,0.0276805,475,300
-0.138786,0.041696,475,300
-0.135499,0.0320788,475,300
-0.130851,0.0301305,475,300
0.219323,0.141679,475,300
0.226613,0.144781,475,300
0.227564,0.150939,475,300
0.218341,0.151669,475,300
0.227168,0.161778,475,300
0.227345,0.135306,475,300
0.235988,0.137958,475,300
0.233088,0.148691,475,300
0.239312,0.159255,475,300
0.233373,0.154444,475,300
0.240218,0.148532,475,300
0.232731,0.163942,475,300
0.32305,0.0739482,475,300
0.320434,0.0610756,475,300
0.32468,0.0598371,475,300
0.32335,0.0737493,475,300
0.310253,0.0581514,475,300
0.308958,0.0545871,475,300
0.31825,0.0569437,475,300
0.335154,0.0620071,475,300
0.324769,0.0486449,475,300
0.32151,0.0481112,475,300
0.32557,0.0461325,475,300
0.327748,0.0486458,475,300
0.161185,0.0668272,475,300.288
0.158258,0.0666533,475,300.266
0.159736,0.0638051,475,300.307
0.151817,0.0737875,475,300.263
0.149112,0.0723114,475,300.271
0.153575,0.0715249,475,300.236
0.15188,0.0687601,475,300.326
0.161914,0.0788036,475,300.212
0.158646,0.077439,475,300.196
0.158268,0.0805458,475,300.21
0.156568,0.0647998,475,300.336
0.354416,0.174929,475,300
0.359024,0.173785,475,300
0.360935,0.178263,475,300
0.35869,0.167097,475,300
0.365674,0.169623,475,300
0.364765,0.177562,475,300
0.361541,0.163451,475,300
0.369515,0.172398,475,300
0.366872,0.178412,475,300
0.372192,0.165145,475,300
0.372168,0.165116,475,300
-0.16935,0.108269,475,300
-0.173469,0.116203,475,300
-0.173624,0.116232,475,300
-0.17377,0.108093,475,300
-0.173715,0.116214,475,300
-0.182483,0.112242,475,300
-0.176368,0.108447,475,300
-0.173687,0.11631,475,300
-0.182252,0.116707,475,300
-0.17359,0.116311,475,300
-0.180106,0.124201,475,300
-0.177944,0.124726,475,300
-0.167293,0.124257,475,300
0.176715,0.0602184,475,301.47
0.174377,0.0482426,475,303.382
0.178413,0.048314,475,302.612
0.177804,0.0606894,475,301.206
0.177217,0.0617687,475,301.038
0.177328,0.0372644,475,308.424
0.174268,0.0423599,475,305.164
0.173271,0.0369195,475,309.169
0.169047,0.042287,475,303.91
0.175105,0.0605661,475,301.057
0.170331,0.0525345,475,301.657
0.176913,0.0445445,475,305.92
0.1697,0.0463493,475,302.821
0.151334,0.062037,475,301.916
0.150018,0.0562969,475,302.355
0.153468,0.0594159,475,301.303
0.157839,0.0581747,475,300.465
0.155639,0.0541381,475,301.332
0.149058,0.0556087,475,307.282
0.150149,0.0533528,475,303.101
0.144,0.05,475,339.523
0.15133,0.0464866,475,304.731
0.15521,0.0510519,475,302.274
0.144,0.06,475,339.492
0.223277,0.177344,475,300
0.216192,0.180629,475,300
0.219179,0.171063,475,300
0.224721,0.174187,475,300
0.230079,0.181293,475,300
0.229522,0.182179,475,300
0.224951,0.18269,475,300
0.231149,0.182533,475,300
0.230156,0.183623,475,300
0.224628,0.192605,475,300
0.222663,0.189262,475,300
0.221064,0.192551,475,300
0.216473,0.187364,475,300
-0.00769574,0.0202584,475,302.867
-0.0102265,0.0183486,475,301.942
-0.00740367,0.0182186,475,303.078
-0.00757559,0.0263533,475,302.517
-0.0149934,0.0286238,475,300.753
5.00E-16,0.02,475,339.702
-0.00580807,0.0172261,475,310.446
-0.00806157,0.0147523,475,302.713
2.50E-16,0.01,475,339.703
-0.00822839,0.00957095,475,302.42
-0.0114839,0.0124297,475,301.899
0.0666704,0.188071,475,300.008
0.0666406,0.186479,475,300.008
0.0672956,0.187349,475,300.008
0.0777381,0.182282,475,300.018
0.0725715,0.179788,475,300.019
0.0776226,0.186331,475,300.013
0.0675792,0.188079,475,300.007
0.0629849,0.176992,475,300.027
0.0651508,0.187218,475,300.01
0.0565713,0.182701,475,300.032
0.0743876,0.194648,475,300.014
0.0696129,0.194286,475,300.023
0.0608311,0.193627,475,300.026
0.055957,0.188613,475,300.029
0.189654,0.178504,475,300.003
0.181223,0.184073,475,300.011
0.181586,0.174238,475,300.033
0.190378,0.183768,475,300.004
0.180771,0.186137,475,300.012
0.19149,0.191169,475,300.003
0.194571,0.183529,475,300.003
0.193675,0.190045,475,300.002
0.188078,0.172765,475,300.005
0.195619,0.175674,475,300.001
0.200548,0.18112,475,300.001
0.317948,-0.0764151,475,300
0.318179,-0.0763205,475,300
0.317894,-0.0761541,475,300
0.317882,-0.0765489,475,300
0.0306233,-0.015975,475,300.046
0.0287858,-0.0132489,475,301.701
0.025754,-0.0185746,475,300.014
0.0238818,-0.0304991,475,300
0.022615,-0.0228757,475,300.006
0.0174269,-0.02842,475,300
0.0232843,-0.020211,475,300.006
0.0173953,-0.0241578,475,300
0.0265683,-0.0251648,475,300
0.0302341,-0.019257,475,300.019
0.0215449,-0.0177279,475,300.233
0.017776,-0.0137543,475,300.586
0.0165019,-0.0183332,475,300.401
0.0201625,-0.0112001,475,302.247
0.0603165,-0.0157497,475,300.05
0.0656469,-0.015381,475,300.064
0.067452,-0.0101368,475,302.979
0.0636805,-0.0107468,475,302.77
0.070415,-0.0152538,475,300.123
0.0514175,-0.0142049,475,300.361
0.0484841,-0.0141013,475,300.431
0.0517472,-0.0234839,475,300.068
0.0504534,-0.0118454,475,301.772
0.0585909,-0.0119467,475,302.312
0.0668999,-0.0209575,475,300.022
0.0626223,-0.0208109,475,300.014
0.052951,-0.0244381,475,300.003
0.1685,0.0920576,475,300.225
0.169994,0.0897273,475,300.342
0.171537,0.0922203,475,300.184
0.173854,0.085318,475,300.222
0.164397,0.0852872,475,300.177
-0.0660799,0.104577,475,300
-0.0567037,0.107751,475,300
-0.0546476,0.116914,475,300
-0.0570821,0.11773,475,300
-0.0704057,0.104762,475,300
-0.0766374,0.120381,475,300
-0.0694591,0.103021,475,300
-0.0822855,0.0989925,475,300
-0.0645269,0.0932341,475,300
-0.0611781,0.0959451,475,300
-0.0821695,0.0987204,475,300
-0.117565,-0.0300791,475,300
-0.127188,-0.0391107,475,300
-0.120024,-0.0425898,475,300
-0.1142,-0.0411719,475,300
-0.118121,-0.0483775,475,300
-0.12816,-0.0497711,475,300
-0.128717,-0.0492792,475,300
-0.129244,-0.0496483,475,300
-0.129191,-0.0480594,475,300
0.260403,-0.0462384,475,300
0.256161,-0.0355424,475,300
0.251189,-0.0339872,475,300
0.255701,-0.0445697,475,300
0.267165,-0.0373549,475,300
0.253649,-0.0248631,475,300
0.263928,-0.0329802,475,300
0.271492,-0.0515741,475,300
0.258477,-0.0505416,475,300
0.270433,-0.0531059,475,300
0.272157,-0.0535432,475,300
0.268076,-0.0355192,475,300
0.27294,-0.0521286,475,300
0.267894,-0.0372559,475,300
0.323227,0.0742017,475,300
0.323232,0.0740081,475,300
0.323754,0.0740944,475,300
0.282191,0.172233,475,300
0.281651,0.172753,475,300
0.284273,0.172489,475,300
0.151963,0.160944,475,300.049
0.151798,0.160883,475,300.049
0.151952,0.160044,475,300.049
0.158102,0.144771,475,300.044
0.1661,0.161047,475,300.05
0.178258,0.148861,475,300.031
0.173706,0.161103,475,300.065
0.164831,0.181062,475,300.045
0.168546,0.167275,475,300.033
0.175576,0.176869,475,300.04
0.151792,0.160967,475,300.049
0.151742,0.160922,475,300.05
0.162392,0.164548,475,300.078
0.175845,0.170062,475,300.038
0.163478,0.180951,475,300.055
0.153015,0.173539,475,300.058
0.151746,0.161374,475,300.049
0.215215,0.0133438,475,300.003
0.211346,0.0126046,475,300.059
0.215639,0.0101548,475,300.003
0.216857,0.0116788,475,300.003
0.216449,0.0248853,475,300.007
0.214216,0.026137,475,300.007
0.209663,0.0211399,475,300.076
0.210668,0.0277932,475,300.046
0.214548,0.0286856,475,300.007
0.224171,0.0303958,475,300.001
0.225156,0.0327758,475,300
0.226686,0.0296748,475,300
0.153103,-0.0545056,475,300
0.149323,-0.0530757,475,300
0.148736,-0.0595488,475,300
0.143828,-0.0572722,475,300
0.141077,-0.0503991,475,300
0.164479,-0.0561825,475,300
0.165174,-0.0551987,475,300
0.156778,-0.0502242,475,300
0.151239,-0.0456742,475,300
0.146831,-0.0449463,475,300
0.156173,-0.061046,475,300
0.151137,-0.0635355,475,300
0.145233,-0.0630934,475,300
0.147441,-0.0630337,475,300
0.162329,-0.0444612,475,300
0.153509,-0.0421692,475,300
0.150701,-0.0420514,475,300
0.165582,-0.0566652,475,300
0.167499,-0.0572467,475,300
0.177585,-0.0595802,475,300
0.175071,-0.0530336,475,300
0.166028,-0.0559177,475,300
0.167716,-0.0640038,475,300
0.160633,-0.0630722,475,300
0.168949,-0.0500279,475,300
0.174684,-0.0643028,475,300
0.0452471,0.138202,475,300.048
0.0351568,0.124781,475,300.102
0.036976,0.123777,475,300.125
0.0462885,0.137709,475,300.06
0.0460736,0.138735,475,300.061
0.0444717,0.13897,475,300.039
0.0341652,0.126674,475,300.084
0.035659,0.123542,475,300.161
0.0183912,0.125266,475,300.113
0.024655,0.131666,475,300.158
0.0223778,0.138012,475,300.078
0.0331887,0.123404,475,300.093
0.295151,0.161848,475,300
0.296711,0.167712,475,300
0.295964,0.155244,475,300
0.300612,0.161832,475,300
0.300473,0.175476,475,300
0.30399,0.170907,475,300
0.294531,0.172772,475,300
0.305426,0.156114,475,300
0.299531,0.148265,475,300
0.307511,0.163764,475,300
0.135401,0.0751381,475,300.842
0.13585,0.0748268,475,300.857
0.135974,0.07519,475,300.859
0.135503,0.0757415,475,300.837
0.129029,0.08556,475,300.447
0.127614,0.0801598,475,300.474
0.122317,0.0707748,475,300.162
0.126084,0.0701365,475,300.231
0.126398,0.0720975,475,300.212
0.118354,0.0809431,475,300.04
0.117591,0.0825084,475,300.042
0.127683,0.0704772,475,300.228
-0.0531997,-0.0604847,475,300
-0.0534377,-0.0644391,475,300
-0.050283,-0.0638351,475,300
-0.0579793,-0.0679433,475,300
-0.0503779,-0.0681432,475,300
0.0968379,-0.0562782,475,300
0.0989004,-0.0522559,475,300
0.0919729,-0.0542794,475,300
0.0885379,-0.0599405,475,300
0.0885998,-0.0565282,475,300
0.0906927,-0.0395972,475,300
0.0922486,-0.0437132,475,300
0.105398,-0.0419534,475,300
0.105452,-0.0413407,475,300
0.105881,-0.0415848,475,300
0.106175,-0.0420371,475,300
0.0999847,-0.0546445,475,300
0.102485,-0.0533786,475,300
0.0668768,0.0510283,475,301.477
0.0653637,0.0565801,475,300.377
0.0617814,0.0478187,475,301.504
0.0637118,0.0452366,475,302.141
0.0599469,0.046602,475,301.597
0.0628009,0.0547352,475,300.529
0.0667898,0.0555434,475,300.379
0.056204,0.0567496,475,303.552
0.0548151,0.055659,475,303.599
0.0548769,0.0579566,475,303.422
0.0635161,0.0673973,475,300.876
0.0572248,0.0646464,475,301.415
0.0613013,0.0622453,475,301.483
0.0657754,0.06197,475,300.262
0.32409,0.014248,475,300
0.322479,0.0194774,475,300
0.317661,0.0144824,475,300
0.322179,0.0108913,475,300
0.340981,0.00476092,475,300
0.331562,0.0103704,475,300
0.331476,0.00475668,475,300
0.334536,0.0160677,475,300
0.343043,0.00864523,475,300
0.340017,0.0174648,475,300
0.334375,0.0230664,475,300
0.0434525,0.0758553,475,300.348
0.04247,0.0719555,475,300.674
0.043824,0.0738085,475,300.61
0.0459446,0.0709034,475,302.404
0.0679753,0.0682713,475,300.038
0.0731746,0.0784999,475,300.018
0.072233,0.0808605,475,300.091
0.0658194,0.0711547,475,300.163
0.0741558,0.080735,475,300.013
0.0767614,0.0649532,475,300.048
0.0782554,0.0623461,475,300.229
0.0793628,0.0639095,475,300.067
0.0789412,0.0659563,475,300.045
0.0722306,0.0600193,475,300.254
0.136914,0.0636225,475,302.962
0.136077,0.0742334,475,300.882
0.129919,0.0689065,475,300.43
0.132672,0.0623869,475,300.752
0.140809,0.0661409,475,303.045
0.141,0.06,475,339.5
0.12433,0.0674017,475,300.198
0.115842,0.0697602,475,300.036
0.118292,0.06201,475,300.078
0.123178,0.0603019,475,300.345
0.127662,0.0594586,475,300.486
0.126872,0.0686236,475,300.235
0.118961,0.057442,475,300.235
0.109643,0.0594999,475,300.085
0.110525,0.0582356,475,300.135
0.123606,0.0523388,475,300.51
0.126856,0.0545617,475,300.594
0.117534,0.0522272,475,300.358
0.210903,0.0530827,475,300.011
0.210725,0.0530813,475,300.012
0.210894,0.0528958,475,300.011
0.210671,0.0528551,475,300.016
0.205417,0.0602889,475,300.042
0.20008,0.0521003,475,300.103
0.210754,0.0532373,475,300.012
0.205986,0.0653628,475,300.035
0.19649,0.0615064,475,300.096
0.196531,0.0646454,475,300.094
0.199852,0.0474774,475,300.169
0.195276,0.0530026,475,300.464
0.196888,0.0490502,475,300.655
0.19285,0.0617949,475,300.383
0.361258,0.0600363,475,300
0.360685,0.0596776,475,300
0.361152,0.0594461,475,300
0.372298,0.0640592,475,300
0.368281,0.0667052,475,300
0.372261,0.0604094,475,300
0.371778,0.0549252,475,300
0.368049,0.051269,475,300
0.360946,0.0585987,475,300
0.360114,0.06022,475,300
0.36087,0.0616958,475,300
0.362644,0.0738072,475,300
0.356024,0.0689776,475,300
0.364088,0.0485839,475,300
0.360351,0.0593997,475,300
0.349003,0.0662388,475,300
0.348974,0.059394,475,300
0.358368,0.0480731,475,300
0.352415,0.0492575,475,300
-0.179048,0.125914,475,300
-0.167436,0.124378,475,300
-0.174312,0.132606,475,300
-0.167314,0.124515,475,300
-0.172432,0.135439,475,300
-0.177876,0.13563,475,300
-0.180478,0.129182,475,300
-0.183353,0.127334,475,300
-0.182298,0.175458,475,300
-0.182305,0.175404,475,300
-0.182254,0.175413,475,300
-0.182363,0.175393,475,300
-0.182296,0.175325,475,300
-0.182597,-0.0295715,475,300
-0.182513,-0.0243527,475,300
-0.186065,-0.0230298,475,300
-0.181667,-0.0171076,475,300
-0.182346,-0.0171784,475,300
-0.173818,-0.0266347,475,300
-0.174443,-0.0275261,475,300
-0.19,-0.0263301,475,300
-0.186202,-0.032031,475,300
-0.182595,-0.033544,475,300
-0.19,-0.0208662,475,300
0.0183124,0.207219,475,300.026
0.018164,0.20909,475,300.028
0.0141333,0.21,475,300.02
0.019428,0.21,475,300.029
-0.165179,0.196715,475,300
-0.157876,0.200314,475,300
-0.157696,0.201359,475,300
-0.166701,0.202068,475,300
-0.170351,0.199618,475,300
-0.172018,0.202748,475,300
-0.168465,0.209255,475,300
-0.16999,0.208218,475,300
-0.161938,0.205044,475,300
-0.165708,0.193497,475,300
-0.168101,0.21,475,300
-0.169178,0.21,475,300
0.33756,0.191548,475,300
0.341403,0.193892,475,300
0.338582,0.194571,475,300
0.337123,0.194108,475,300
0.337294,0.195792,475,300
0.340522,0.199343,475,300
-0.106537,-0.0830572,475,300
-0.105977,-0.0799234,475,300
-0.110587,-0.0766224,475,300
-0.114273,-0.0830882,475,300
-0.104753,-0.0827574,475,300
-0.116215,-0.080563,475,300
-0.106364,-0.0855675,475,300
-0.110509,-0.0877808,475,300
-0.122773,-0.0864881,475,300
-0.116807,-0.0866069,475,300
-0.119549,-0.0831413,475,300
-0.111501,-0.09,475,300
-0.120166,-0.09,475,300
-0.181753,0.167762,475,300
-0.175949,0.16778,475,300
-0.169925,0.171761,475,300
-0.17304,0.182298,475,300
-0.19,0.168738,475,300
-0.18709,0.16638,475,300
-0.175717,0.183697,475,300
-0.182441,0.183446,475,300
-0.19,0.174139,475,300
-0.188199,0.181932,475,300
-0.19,0.17921,475,300
0.361192,0.0285549,475,300
0.361222,0.0294609,475,300
0.360281,0.0288001,475,300
0.368808,0.0375055,475,300
0.36168,0.0377594,475,300
0.363691,0.0391365,475,300
0.371686,0.0270529,475,300
0.371746,0.0367127,475,300
0.375551,0.0349736,475,300
0.375573,0.0291602,475,300
0.38,0.0328045,475,300
0.362646,0.0432399,475,300
0.371943,0.0386037,475,300
0.367876,0.0472091,475,300
0.372305,0.0436026,475,300
0.377874,0.0428645,475,300
0.372569,0.0372413,475,300
0.38,0.0414819,475,300
0.38,0.0363543,475,300
-0.127822,-0.09,475,300
-0.122349,-0.0803101,475,300
-0.124833,-0.083733,475,300
-0.129552,-0.0738069,475,300
-0.133087,-0.0804671,475,300
-0.126553,-0.0796176,475,300
-0.125231,-0.0756858,475,300
-0.128673,-0.0892639,475,300
-0.13295,-0.0827657,475,300
0.375191,0.0529764,475,300
0.38,0.0581152,475,300
0.379341,0.058725,475,300
0.38,0.0513706,475,300
0.372186,0.0523227,475,300
0.372873,0.0463377,475,300
0.376272,0.0484008,475,300
0.299606,-0.0794603,475,300
0.298955,-0.084258,475,300
0.300888,-0.0802329,475,300
0.306105,-0.0836235,475,300
0.307589,-0.0824622,475,300
0.300826,-0.0777425,475,300
0.3075,-0.0817535,475,300
0.308,-0.0828139,475,300
0.307853,-0.0823099,475,300
0.046,0.03,475,339.683
0.379067,-0.0810291,475,300
0.38,-0.09,475,300
0.38,-0.0805882,475,300
0.370439,-0.09,475,300
-0.16712,-0.09,475,300
-0.170181,-0.087097,475,300
-0.169263,-0.09,475,300
-0.172776,-0.09,475,300
0.049,0.04,475,339.583
0.0592222,0.03,475,339.724
0.049,0.03,475,339.685
0.120556,0.03,475,339.732
0.38,0.193448,475,300
0.374151,0.196683,475,300
0.373415,0.195197,475,300
0.38,0.189882,475,300
0.38,0.2,475,300
-0.19,-0.039983,475,300
-0.19,-0.0403056,475,300
-0.189695,-0.0401505,475,300
-0.19,-0.0497007,475,300
-0.186825,-0.0477397,475,300
-0.19,-0.09,475,300
-0.179731,-0.09,475,300
-0.181794,-0.0874146,475,300
-0.186801,-0.0822724,475,300
-0.19,-0.08,475,300
0.1624,0.03,475,339.716
0.1532,0.03,475,339.714
-0.19,0.21,475,300
-0.178162,0.20901,475,300
-0.177799,0.21,475,300
-0.19,0.198966,475,300
-0.188945,0.200275,475,300
-0.19,0.2,475,300
-0.182352,0.201788,475,300
-0.19,0.200588,475,300
0.0092,0.03,475,339.708
1.00E-15,0.03,475,339.687
0.340092,-0.0882919,475,300
0.339325,-0.09,475,300
0.340894,-0.09,475,300
0.335079,-0.0850745,475,300
0.330768,-0.09,475,300
0.0898889,0.03,475,339.737
0.0796667,0.03,475,339.733
0.144,0.04,475,339.586
0.144,0.03,475,339.686
0.18204,0.21,475,300.016
0.185284,0.205643,475,300.013
0.190005,0.21,475,300.008
0.143602,0.202651,475,300.072
0.143755,0.202503,475,300.073
0.145193,0.21,475,300.135
0.138798,0.21,475,300.079
0.149949,0.21,475,300.1
-0.182373,0.0936094,475,300
-0.19,0.102731,475,300
-0.19,0.0964643,475,300
-0.19,0.088494,475,300
-0.182762,0.0931098,475,300
-0.19,0.0184048,475,300
-0.19,0.0131475,475,300
-0.185493,0.0158434,475,300
-0.19,0.00828908,475,300
-0.18416,0.013058,475,300
0.05,0,475,339.72
0.0303323,-0.09,475,300
0.0298002,-0.0888572,475,300
0.0292726,-0.09,475,300
0.38,0.00670306,475,300
0.379229,0.00597316,475,300
0.38,0.00118019,475,300
0.0215466,0.21,475,300.03
0.0252506,0.203227,475,300.035
0.0265578,0.202415,475,300.039
0.0299576,0.21,475,300.067
0.0543884,0.21,475,300.043
0.0614306,0.207958,475,300.033
0.0624905,0.21,475,300.029
0.0576006,0.205167,475,300.055
0.0522723,0.21,475,300.049
-0.0445803,0.21,475,300
-0.0457324,0.21,475,300
-0.0450352,0.208852,475,300
-0.0422136,0.21,475,300
-0.0549348,0.21,475,300
-0.0520716,0.207115,475,300
0.201764,-0.0893584,475,300
0.2015,-0.09,475,300
0.20219,-0.09,475,300
0.200361,-0.09,475,300
0.02,0,475,339.71
0.03,0,475,339.714
0,0,475,339.684
0.01,0,475,339.702
0.1,0,475,339.737
0.11,0,475,339.737
0.11546,-0.09,475,300
0.11149,-0.0827558,475,300
0.110658,-0.0820372,475,300
0.107695,-0.09,475,300
0.101304,-0.09,475,300
0.110834,-0.0818805,475,300
0.110672,-0.0817714,475,300
0.0996124,-0.0884735,475,300
0.0985669,-0.09,475,300
0.127454,-0.09,475,300
0.126925,-0.0887608,475,300
0.12374,-0.09,475,300
0.116506,-0.0888663,475,300
0.120272,-0.0822067,475,300
0.111301,-0.0817788,475,300
0.117069,-0.09,475,300
0.12,0,475,339.731
0.08,0,475,339.734
0.09,0,475,339.738
0.0116363,-0.09,475,300
0.0134505,-0.0820815,475,300
0.0128603,-0.0822926,475,300
0.00870229,-0.09,475,300
0.0187029,-0.09,475,300
0.00618208,-0.0866963,475,300
0.00229883,-0.09,475,300
0.163637,-0.09,475,300
0.164295,-0.0883399,475,300
0.16201,-0.09,475,300
0.16894,-0.09,475,300
0.18439,-0.09,475,300
0.189834,-0.09,475,300
0.18679,-0.0834041,475,300
0.185473,-0.0838455,475,300
0.185976,-0.0825896,475,300
0.180936,-0.09,475,300
0.194118,-0.0855931,475,300
0.216832,-0.09,475,300
0.218694,-0.0852169,475,300
0.214161,-0.09,475,300
0.220892,-0.0821594,475,300
0.21274,-0.0858923,475,300
0.203653,-0.0883255,475,300
-0.0617411,-0.09,475,300
-0.05034,-0.09,475,300
-0.0504953,-0.0896438,475,300
-0.0595052,-0.0856191,475,300
-0.0360293,-0.0850313,475,300
-0.0383506,-0.09,475,300
-0.028927,-0.09,475,300
-0.0324744,-0.0836036,475,300
-0.0400688,-0.09,475,300
-0.0338944,-0.0820546,475,300
-0.0643501,-0.09,475,300
-0.0629237,-0.0886561,475,300
-0.083399,-0.09,475,300
-0.0783601,-0.09,475,300
-0.0813165,-0.0853817,475,300
-0.0857517,-0.0858111,475,300
-0.0896618,-0.09,475,300
-0.0820136,-0.081988,475,300
-0.0586709,0.21,475,300
-0.0648919,0.21,475,300
-0.0624347,0.206718,475,300
-0.0477003,0.2025,475,300
0.0862662,0.21,475,300.003
0.0890652,0.206982,475,300.001
0.0900339,0.21,475,300.002
0.0665757,0.205086,475,300.015
0.069562,0.203696,475,300.014
0.0724658,0.21,475,300.031
0.0645248,0.21,475,300.025
0.0594854,0.202947,475,300.055
0.0681873,0.202306,475,300.014
0.0690265,0.202242,475,300.014
0.00943394,0.21,475,300.012
0.00799002,0.21,475,300.008
0.00879357,0.20789,475,300.009
0.026569,0.201933,475,300.041
0.0262925,0.201986,475,300.039
0.0344455,0.202881,475,300.056
0.0337035,0.204361,475,300.05
0.0364715,0.21,475,300.059
0.0352861,0.2039,475,300.067
0.0404873,0.21,475,300.098
-0.0100007,0.207227,475,300.001
-0.00809423,0.21,475,300.001
-0.0118937,0.21,475,300
-0.0173163,0.21,475,300
-0.0209069,0.21,475,300
-0.0187536,0.208309,475,300
0.046,0.06,475,339.499
0.049,0.06,475,339.49
