X,Y,Temperature
0.18,0.02,340.017
0.19,0.02,340.012
0.19,0.03,340.011
0.18,0.03,340.012
0.18,0.01,340.017
0.19,0.01,340.014
0.18,0,340.012
0.19,0,340.012
0.17,0.03,340.018
0.17,0.02,340.023
0.17,0.01,340.023
0.17,0,340.018
0.16,0.03,340.025
0.16,0.02,340.027
0.16,0.01,340.028
0.16,0,340.026
0.15,0.03,340.029
0.15,0.02,340.032
0.15,0.01,340.032
0.15,0,340.032
0.14,0.03,340.034
0.14,0.02,340.037
0.14,0.01,340.037
0.14,0,340.038
0.13,0.03,340.04
0.13,0.02,340.042
0.13,0.01,340.042
0.13,0,340.042
0.12,0.03,340.044
0.12,0.02,340.046
0.12,0.01,340.045
0.12,0,340.045
0.11,0.03,340.046
0.11,0.02,340.048
0.11,0.01,340.047
0.11,0,340.047
0.1,0.03,340.047
0.1,0.02,340.049
0.1,0.01,340.049
0.1,0,340.047
0.09,0.03,340.048
0.09,0.02,340.049
0.09,0.01,340.048
0.09,0,340.047
0.08,0.03,340.045
0.08,0.02,340.048
0.08,0.01,340.047
0.08,0,340.046
0.07,0.03,340.042
0.07,0.02,340.045
0.07,0.01,340.044
0.07,0,340.044
0.06,0.03,340.039
0.06,0.02,340.041
0.06,0.01,340.041
0.06,0,340.041
0.05,0.03,340.035
0.05,0.02,340.035
0.05,0.01,340.036
0.05,0,340.036
0.04,0.03,340.03
0.04,0.02,340.03
0.04,0.01,340.031
0.04,0,340.031
0.03,0.03,340.023
0.03,0.02,340.026
0.03,0.01,340.026
0.03,0,340.024
0.02,0.03,340.018
0.02,0.02,340.021
0.02,0.01,340.021
0.02,0,340.016
0.01,0.03,340.013
0.01,0.02,340.016
0.01,0.01,340.016
0.01,0,340.01
7.49E-16,0.03,340.009
5.06E-16,0.02,340.01
2.53E-16,0.01,340.01
0,0,340.009
0.046,0.06,339.964
0.046,0.05,339.972
0.049,0.05,339.97
0.049,0.06,339.965
0.049,0.04,339.986
0.046,0.04,339.987
0.046,0.03,340.033
0.049,0.03,340.035
0.141,0.06,339.965
0.141,0.05,339.973
0.144,0.05,339.971
0.144,0.06,339.966
0.144,0.04,339.988
0.141,0.04,339.989
0.141,0.03,340.034
0.144,0.03,340.032
-0.19,-0.0343276,300
-0.188848,-0.0369734,300
-0.188712,-0.0354232,300
-0.19,-0.0365811,300
-0.180878,-0.0411192,300
-0.18253,-0.0317489,300
-0.18414,-0.0408326,300
-0.18264,-0.0445375,300
-0.188183,-0.0459959,300
-0.19,-0.0427013,300
-0.183529,-0.0316626,300
0.0844444,0,340.034
0.0835334,-0.000270134,339.073
0.0835965,-0.000947807,336.936
0.083125,0,340.033
0.274492,-0.0885184,300
0.275144,-0.0893908,300
0.281282,-0.0828983,300
0.280093,-0.0817045,300
0.283438,-0.0861957,300
0.278439,-0.09,300
0.285742,-0.0820489,300
0.273735,-0.09,300
-0.0134731,0.0432972,300.584
-0.0204033,0.0449478,300.058
-0.0182269,0.0366395,300.295
-0.0104471,0.0431713,300.831
-0.0165402,0.0355864,300.448
-0.0284466,0.0466139,300.01
-0.0239912,0.0414199,300.04
-0.0248491,0.051753,300.027
-0.0301813,0.040062,300.011
-0.0196965,0.0335423,300.289
-0.0175244,0.0345334,300.358
-0.027778,0.0339121,300.018
-0.0785793,0.0827151,300
-0.0798742,0.0855115,300
-0.079648,0.0817866,300
-0.0784788,0.0815679,300
-0.0776523,0.0827903,300
-0.0905817,0.0745312,300
-0.0968566,0.0857603,300
-0.099945,0.0781246,300
-0.0960922,0.0667754,300
-0.105878,0.0854273,300
-0.100069,0.0912321,300
-0.0935722,0.0958474,300
-0.0783915,0.0799405,300
0.145117,0.0900535,301.411
0.141813,0.0974298,300.715
0.134036,0.0892656,302.856
0.136311,0.101856,300.631
0.131291,0.0904584,302.973
0.14709,0.0939511,300.765
0.149401,0.107404,300.268
0.147876,0.109671,300.208
0.128485,0.104852,301.088
0.136919,0.107535,300.406
0.12943,0.110494,300.841
0.147925,0.111686,300.13
0.135941,0.115107,300.281
0.095853,0.148045,316.877
0.100783,0.13646,316.583
0.10529,0.151022,312.585
0.108635,0.142452,310.064
0.0959326,0.135043,316.452
0.0985598,0.129319,317.603
0.0867637,0.136889,315.959
0.0925979,0.128042,317.764
0.0972163,0.118034,318.235
0.0894384,0.121045,316.679
0.108904,0.130067,310.951
0.117185,0.13257,304.412
0.107965,0.11449,309.521
0.114763,0.126697,306.115
0.113659,0.116544,306.075
-0.131075,0.0294876,300
-0.127462,0.0323324,300
-0.130569,0.0352902,300
-0.123486,0.0355378,300
-0.124066,0.0258849,300
-0.165991,0.0496236,300
-0.165996,0.0503303,300
-0.166444,0.0499718,300
-0.15122,0.0512599,300
-0.151995,0.0540399,300
-0.148176,0.0483519,300
-0.148522,0.0555515,300
-0.166185,0.0491485,300
-0.153482,0.0492459,300
-0.0306153,0.0524694,300.003
-0.0394194,0.0347326,300.001
-0.0351163,0.0307222,300.009
-0.04353,0.0465018,300
-0.0438121,0.046232,300
-0.0437792,0.0466737,300
-0.0271665,0.0279894,300.031
0.115935,0.110148,305.051
0.112807,0.112225,306.246
0.111015,0.111118,307.726
0.228525,0.146071,300
0.234659,0.158445,300
0.226376,0.159491,300
0.220445,0.154989,300
0.226504,0.142444,300
0.23318,0.16305,300
0.236056,0.159796,300
0.234358,0.142484,300
0.237272,0.155659,300
0.205031,-0.0382473,300
0.205025,-0.0375644,300
0.203982,-0.0376638,300
0.203519,-0.0356427,300
0.202521,-0.0398219,300
0.195574,-0.0293178,300
0.193012,-0.0356629,300
0.184335,-0.0395553,300
0.181017,-0.0398802,300
0.18227,-0.041267,300
0.182916,-0.0375838,300.001
0.193808,-0.0433185,300
0.1913,-0.031849,300.001
0.188024,-0.0438042,300
0.207702,0.0485537,300.067
0.206851,0.0464896,300.111
0.210697,0.0480943,300.053
0.205304,0.049604,300.083
0.209065,0.0538767,300.049
0.362872,0.0897016,300
0.357115,0.0889896,300
0.360829,0.0805458,300
0.362865,0.0795024,300
0.369759,0.0854441,300
0.365735,0.0798878,300
0.362882,0.0779761,300
0.366491,0.0946332,300
0.0778404,0.186798,311.874
0.0759522,0.186128,310.612
