X,Y,Temperature
0.095,0.005,332.906
0.095,-5.49E-34,334.117
0.1,-5.78E-34,333.577
0.1,0.005,332.6
0.1,0.01,331.474
0.095,0.01,331.77
0.1,0.015,330.417
0.095,0.015,330.704
0.1,0.02,329.425
0.095,0.02,329.704
0.1,0.025,328.495
0.095,0.025,328.765
0.1,0.03,327.623
0.095,0.03,327.885
0.1,0.035,326.806
0.095,0.035,327.061
0.1,0.04,326.043
0.095,0.04,326.291
0.1,0.045,325.332
0.095,0.045,325.573
0.1,0.05,324.67
0.095,0.05,324.905
0.1,0.055,324.057
0.095,0.055,324.285
0.1,0.06,323.49
0.095,0.06,323.714
0.1,0.065,322.969
0.095,0.065,323.188
0.1,0.07,322.493
0.095,0.07,322.707
0.1,0.075,322.061
0.095,0.075,322.271
0.1,0.08,321.672
0.095,0.08,321.878
0.1,0.085,321.324
0.095,0.085,321.527
0.1,0.09,321.018
0.095,0.09,321.218
0.1,0.095,320.752
0.095,0.095,320.95
0.1,0.1,320.63
0.095,0.1,320.722
0.09,0.005,333.172
0.09,-5.20E-34,334.385
0.09,0.01,332.031
0.09,0.015,330.959
0.09,0.02,329.952
0.09,0.025,329.006
0.09,0.03,328.119
0.09,0.035,327.289
0.09,0.04,326.512
0.09,0.045,325.788
0.09,0.05,325.115
0.09,0.055,324.49
0.09,0.06,323.914
0.09,0.065,323.384
0.09,0.07,322.899
0.09,0.075,322.459
0.09,0.08,322.063
0.09,0.085,321.709
0.09,0.09,321.397
0.09,0.095,321.127
0.09,0.1,320.898
0.085,0.005,333.401
0.085,-4.91E-34,334.616
0.085,0.01,332.257
0.085,0.015,331.181
0.085,0.02,330.168
0.085,0.025,329.217
0.085,0.03,328.325
0.085,0.035,327.489
0.085,0.04,326.707
0.085,0.045,325.978
0.085,0.05,325.3
0.085,0.055,324.672
0.085,0.06,324.091
0.085,0.065,323.557
0.085,0.07,323.069
0.085,0.075,322.626
0.085,0.08,322.226
0.085,0.085,321.87
0.085,0.09,321.556
0.085,0.095,321.284
0.085,0.1,321.053
0.08,0.005,333.597
0.08,-4.62E-34,334.812
0.08,0.01,332.451
0.08,0.015,331.371
0.08,0.02,330.355
0.08,0.025,329.4
0.08,0.03,328.503
0.08,0.035,327.663
0.08,0.04,326.877
0.08,0.045,326.143
0.08,0.05,325.461
0.08,0.055,324.829
0.08,0.06,324.244
0.08,0.065,323.707
0.08,0.07,323.216
0.08,0.075,322.77
0.08,0.08,322.368
0.08,0.085,322.01
0.08,0.09,321.694
0.08,0.095,321.42
0.08,0.1,321.187
0.075,0.005,333.761
0.075,-4.33E-34,334.976
0.075,0.01,332.613
0.075,0.015,331.531
0.075,0.02,330.512
0.075,0.025,329.553
0.075,0.03,328.653
0.075,0.035,327.809
0.075,0.04,327.02
0.075,0.045,326.283
0.075,0.05,325.597
0.075,0.055,324.962
0.075,0.06,324.375
0.075,0.065,323.835
0.075,0.07,323.341
0.075,0.075,322.893
0.075,0.08,322.489
0.075,0.085,322.128
0.075,0.09,321.81
0.075,0.095,321.535
0.075,0.1,321.301
0.07,0.005,333.893
0.07,-4.04E-34,335.109
0.07,0.01,332.744
0.07,0.015,331.66
0.07,0.02,330.639
0.07,0.025,329.678
0.07,0.03,328.775
0.07,0.035,327.928
0.07,0.04,327.136
0.07,0.045,326.397
0.07,0.05,325.709
0.07,0.055,325.071
0.07,0.06,324.481
0.07,0.065,323.939
0.07,0.07,323.443
0.07,0.075,322.993
0.07,0.08,322.587
0.07,0.085,322.225
0.07,0.09,321.906
0.07,0.095,321.63
0.07,0.1,321.395
0.065,0.005,333.995
0.065,-3.76E-34,335.212
0.065,0.01,332.846
0.065,0.015,331.761
0.065,0.02,330.738
0.065,0.025,329.775
0.065,0.03,328.87
0.065,0.035,328.021
0.065,0.04,327.227
0.065,0.045,326.486
0.065,0.05,325.795
0.065,0.055,325.155
0.065,0.06,324.564
0.065,0.065,324.02
0.065,0.07,323.523
0.065,0.075,323.071
0.065,0.08,322.664
0.065,0.085,322.301
0.065,0.09,321.981
0.065,0.095,321.703
0.065,0.1,321.468
0.06,0.005,334.068
0.06,-3.47E-34,335.284
0.06,0.01,332.918
0.06,0.015,331.832
0.06,0.02,330.808
0.06,0.025,329.844
0.06,0.03,328.938
0.06,0.035,328.088
0.06,0.04,327.292
0.06,0.045,326.549
0.06,0.05,325.857
0.06,0.055,325.216
0.06,0.06,324.623
0.06,0.065,324.078
0.06,0.07,323.58
0.06,0.075,323.127
0.06,0.08,322.719
0.06,0.085,322.355
0.06,0.09,322.034
0.06,0.095,321.756
0.06,0.1,321.52
0.055,0.005,334.111
0.055,-3.18E-34,335.328
0.055,0.01,332.961
0.055,0.015,331.875
