X,Y,Z_Plane,Temperature_3D,Temperature_2D,Temp_Difference
0.065,0.015,20,332.184,342.063,-9.879
0.065,0.02,20,331.152,342.009,-10.857
0.065,0.025,20,330.179,341.956,-11.777
0.065,0.03,20,329.264,341.906,-12.642
0.065,0.035,20,328.405,341.858,-13.453
0.065,0.04,20,327.601,341.812,-14.211
0.065,0.045,20,326.85,341.767,-14.917
0.065,0.05,20,326.151,341.725,-15.574
0.065,0.055,20,325.503,341.685,-16.182
0.065,0.06,20,324.904,341.647,-16.743
0.065,0.065,20,324.353,341.612,-17.259
0.065,0.07,20,323.849,341.578,-17.729
0.065,0.075,20,323.391,341.546,-18.155
0.065,0.08,20,322.978,341.516,-18.538
0.065,0.085,20,322.61,341.489,-18.879
0.065,0.09,20,322.285,341.463,-19.178
0.065,0.095,20,322.004,341.44,-19.436
0.065,0.1,20,321.765,341.418,-19.653
0.06,0.005,20,334.506,342.184,-7.678
0.06,-3.47E-34,20,335.724,342.244,-6.52
0.06,0.01,20,333.35,342.125,-8.775
0.06,0.015,20,332.256,342.068,-9.812
0.06,0.02,20,331.223,342.014,-10.791
0.06,0.025,20,330.249,341.962,-11.713
0.06,0.03,20,329.333,341.911,-12.578
0.06,0.035,20,328.472,341.863,-13.391
0.06,0.04,20,327.667,341.817,-14.15
0.06,0.045,20,326.915,341.773,-14.858
0.06,0.05,20,326.214,341.731,-15.517
0.06,0.055,20,325.564,341.691,-16.127
0.06,0.06,20,324.964,341.653,-16.689
0.06,0.065,20,324.411,341.617,-17.206
0.06,0.07,20,323.906,341.583,-17.677
0.06,0.075,20,323.447,341.551,-18.104
0.06,0.08,20,323.034,341.521,-18.487
0.06,0.085,20,322.664,341.494,-18.83
0.06,0.09,20,322.339,341.468,-19.129
0.06,0.095,20,322.057,341.445,-19.388
0.06,0.1,20,321.818,341.423,-19.605
0.055,0.005,20,334.55,342.187,-7.637
0.055,-3.18E-34,20,335.768,342.247,-6.479
0.055,0.01,20,333.394,342.128,-8.734
0.055,0.015,20,332.299,342.072,-9.773
0.055,0.02,20,331.266,342.017,-10.751
0.055,0.025,20,330.291,341.965,-11.674
0.055,0.03,20,329.374,341.914,-12.54
0.055,0.035,20,328.513,341.866,-13.353
0.055,0.04,20,327.706,341.82,-14.114
0.055,0.045,20,326.953,341.776,-14.823
0.055,0.05,20,326.252,341.734,-15.482
0.055,0.055,20,325.601,341.694,-16.093
0.055,0.06,20,325,341.656,-16.656
0.055,0.065,20,324.447,341.62,-17.173
0.055,0.07,20,323.941,341.586,-17.645
0.055,0.075,20,323.481,341.554,-18.073
0.055,0.08,20,323.067,341.525,-18.458
0.055,0.085,20,322.697,341.497,-18.8
0.055,0.09,20,322.372,341.471,-19.099
0.055,0.095,20,322.089,341.448,-19.359
0.055,0.1,20,321.849,341.426,-19.577
0.05,0.005,20,334.564,342.188,-7.624
0.05,-2.89E-34,20,335.783,342.249,-6.466
0.05,0.01,20,333.408,342.129,-8.721
0.05,0.015,20,332.314,342.073,-9.759
0.05,0.02,20,331.28,342.018,-10.738
0.05,0.025,20,330.305,341.966,-11.661
0.05,0.03,20,329.387,341.915,-12.528
0.05,0.035,20,328.526,341.867,-13.341
0.05,0.04,20,327.719,341.821,-14.102
0.05,0.045,20,326.966,341.777,-14.811
0.05,0.05,20,326.264,341.735,-15.471
0.05,0.055,20,325.613,341.695,-16.082
0.05,0.06,20,325.012,341.657,-16.645
0.05,0.065,20,324.458,341.621,-17.163
0.05,0.07,20,323.952,341.587,-17.635
0.05,0.075,20,323.493,341.555,-18.062
0.05,0.08,20,323.078,341.526,-18.448
0.05,0.085,20,322.708,341.498,-18.79
0.05,0.09,20,322.382,341.472,-19.09
0.05,0.095,20,322.1,341.449,-19.349
0.05,0.1,20,321.86,341.427,-19.567
0.045,-2.60E-34,20,335.768,342.247,-6.479
0.045,0.005,20,334.55,342.187,-7.637
0.045,0.01,20,333.394,342.128,-8.734
0.045,0.015,20,332.299,342.072,-9.773
0.045,0.02,20,331.266,342.017,-10.751
0.045,0.025,20,330.291,341.965,-11.674
0.045,0.03,20,329.374,341.914,-12.54
0.045,0.035,20,328.513,341.866,-13.353
0.045,0.04,20,327.706,341.82,-14.114
0.045,0.045,20,326.953,341.776,-14.823
0.045,0.05,20,326.252,341.734,-15.482
0.045,0.055,20,325.601,341.694,-16.093
0.045,0.06,20,325,341.656,-16.656
0.045,0.065,20,324.447,341.62,-17.173
0.045,0.07,20,323.941,341.586,-17.645
0.045,0.075,20,323.481,341.554,-18.073
0.045,0.08,20,323.067,341.525,-18.458
0.045,0.085,20,322.697,341.497,-18.8
0.045,0.09,20,322.372,341.471,-19.099
0.045,0.095,20,322.089,341.448,-19.359
0.045,0.1,20,321.849,341.426,-19.577
0.04,-2.31E-34,20,335.724,342.244,-6.52
0.04,0.005,20,334.506,342.184,-7.678
0.04,0.01,20,333.35,342.125,-8.775
0.04,0.015,20,332.256,342.068,-9.812
0.04,0.02,20,331.223,342.014,-10.791
0.04,0.025,20,330.249,341.962,-11.713
0.04,0.03,20,329.333,341.911,-12.578
0.04,0.035,20,328.472,341.863,-13.391
0.04,0.04,20,327.667,341.817,-14.15
0.04,0.045,20,326.915,341.773,-14.858
0.04,0.05,20,326.214,341.731,-15.517
0.04,0.055,20,325.564,341.691,-16.127
0.04,0.06,20,324.964,341.653,-16.689
0.04,0.065,20,324.411,341.617,-17.206
0.04,0.07,20,323.906,341.583,-17.677
0.04,0.075,20,323.447,341.551,-18.104
0.04,0.08,20,323.034,341.521,-18.487
0.04,0.085,20,322.664,341.494,-18.83
0.04,0.09,20,322.339,341.468,-19.129
0.04,0.095,20,322.057,341.445,-19.388
0.04,0.1,20,321.818,341.423,-19.605
0.035,-2.02E-34,20,335.65,342.239,-6.589
0.035,0.005,20,334.432,342.178,-7.746
0.035,0.01,20,333.277,342.12,-8.843
0.035,0.015,20,332.184,342.063,-9.879
0.035,0.02,20,331.152,342.009,-10.857
0.035,0.025,20,330.179,341.956,-11.777
0.035,0.03,20,329.264,341.906,-12.642
0.035,0.035,20,328.405,341.858,-13.453
0.035,0.04,20,327.601,341.812,-14.211
0.035,0.045,20,326.85,341.767,-14.917
0.035,0.05,20,326.151,341.725,-15.574
0.035,0.055,20,325.503,341.685,-16.182
0.035,0.06,20,324.904,341.647,-16.743
0.035,0.065,20,324.353,341.612,-17.259
0.035,0.07,20,323.849,341.578,-17.729
0.035,0.075,20,323.391,341.546,-18.155
0.035,0.08,20,322.978,341.516,-18.538
0.035,0.085,20,322.61,341.489,-18.879
0.035,0.09,20,322.285,341.463,-19.178
0.035,0.095,20,322.004,341.44,-19.436
0.035,0.1,20,321.765,341.418,-19.653
0.03,-1.73E-34,20,335.546,342.232,-6.686
0.03,0.005,20,334.328,342.171,-7.843
0.03,0.01,20,333.174,342.113,-8.939
0.03,0.015,20,332.082,342.056,-9.974
0.03,0.02,20,331.052,342.002,-10.95
0.03,0.025,20,330.081,341.949,-11.868
0.03,0.03,20,329.168,341.899,-12.731
0.03,0.035,20,328.311,341.851,-13.54
0.03,0.04,20,327.509,341.804,-14.295
0.03,0.045,20,326.76,341.76,-15
0.03,0.05,20,326.064,341.718,-15.654
0.03,0.055,20,325.417,341.678,-16.261
0.03,0.06,20,324.82,341.64,-16.82
0.03,0.065,20,324.27,341.604,-17.334
0.03,0.07,20,323.768,341.571,-17.803
0.03,0.075,20,323.311,341.539,-18.228
0.03,0.08,20,322.9,341.509,-18.609
0.03,0.085,20,322.533,341.482,-18.949
0.03,0.09,20,322.21,341.456,-19.246
0.03,0.095,20,321.929,341.432,-19.503
0.03,0.1,20,321.691,341.411,-19.72
0.025,-1.44E-34,20,335.412,342.223,-6.811
0.025,0.005,20,334.194,342.162,-7.968
0.025,0.01,20,333.041,342.103,-9.062
0.025,0.015,20,331.951,342.047,-10.096
0.025,0.02,20,330.923,341.992,-11.069
0.025,0.025,20,329.954,341.94,-11.986
0.025,0.03,20,329.044,341.89,-12.846
0.025,0.035,20,328.19,341.841,-13.651
0.025,0.04,20,327.391,341.795,-14.404
0.025,0.045,20,326.645,341.751,-15.106
0.025,0.05,20,325.951,341.709,-15.758
0.025,0.055,20,325.307,341.669,-16.362
0.025,0.06,20,324.712,341.631,-16.919
0.025,0.065,20,324.164,341.595,-17.431
0.025,0.07,20,323.664,341.561,-17.897
0.025,0.075,20,323.21,341.53,-18.32
0.025,0.08,20,322.8,341.5,-18.7
0.025,0.085,20,322.435,341.472,-19.037
0.025,0.09,20,322.113,341.447,-19.334
0.025,0.095,20,321.833,341.423,-19.59
0.025,0.1,20,321.596,341.402,-19.806
0.02,-1.16E-34,20,335.245,342.211,-6.966
0.02,0.005,20,334.028,342.151,-8.123
0.02,0.01,20,332.877,342.092,-9.215
0.02,0.015,20,331.789,342.035,-10.246
0.02,0.02,20,330.764,341.981,-11.217
0.02,0.025,20,329.799,341.928,-12.129
0.02,0.03,20,328.892,341.878,-12.986
0.02,0.035,20,328.042,341.83,-13.788
0.02,0.04,20,327.246,341.784,-14.538
0.02,0.045,20,326.503,341.74,-15.237
0.02,0.05,20,325.813,341.698,-15.885
0.02,0.055,20,325.172,341.658,-16.486
0.02,0.06,20,324.58,341.62,-17.04
0.02,0.065,20,324.035,341.584,-17.549
0.02,0.07,20,323.538,341.55,-18.012
0.02,0.075,20,323.086,341.518,-18.432
0.02,0.08,20,322.678,341.489,-18.811
0.02,0.085,20,322.315,341.461,-19.146
0.02,0.09,20,321.994,341.435,-19.441
0.02,0.095,20,321.717,341.412,-19.695
0.02,0.1,20,321.481,341.39,-19.909
0.015,-8.67E-35,20,335.046,342.198,-7.152
0.015,0.005,20,333.83,342.137,-8.307
0.015,0.01,20,332.68,342.078,-9.398
0.015,0.015,20,331.596,342.022,-10.426
0.015,0.02,20,330.575,341.967,-11.392
0.015,0.025,20,329.614,341.915,-12.301
0.015,0.03,20,328.712,341.865,-13.153
0.015,0.035,20,327.866,341.816,-13.95
0.015,0.04,20,327.075,341.77,-14.695
0.015,0.045,20,326.336,341.726,-15.39
0.015,0.05,20,325.649,341.684,-16.035
0.015,0.055,20,325.012,341.644,-16.632
0.015,0.06,20,324.424,341.606,-17.182
0.015,0.065,20,323.883,341.571,-17.688
0.015,0.07,20,323.388,341.537,-18.149
0.015,0.075,20,322.939,341.505,-18.566
0.015,0.08,20,322.534,341.475,-18.941
0.015,0.085,20,322.173,341.448,-19.275
0.015,0.09,20,321.855,341.422,-19.567
0.015,0.095,20,321.579,341.399,-19.82
0.015,0.1,20,321.344,341.377,-20.033
0.01,-5.78E-35,20,334.812,342.182,-7.37
0.01,0.005,20,333.597,342.121,-8.524
0.01,0.01,20,332.451,342.063,-9.612
0.01,0.015,20,331.371,342.006,-10.635
0.01,0.02,20,330.355,341.952,-11.597
0.01,0.025,20,329.4,341.9,-12.5
0.01,0.03,20,328.503,341.849,-13.346
0.01,0.035,20,327.663,341.801,-14.138
0.01,0.04,20,326.877,341.755,-14.878
0.01,0.045,20,326.143,341.711,-15.568
0.01,0.05,20,325.461,341.669,-16.208
0.01,0.055,20,324.829,341.629,-16.8
0.01,0.06,20,324.244,341.591,-17.347
0.01,0.065,20,323.707,341.555,-17.848
0.01,0.07,20,323.216,341.521,-18.305
0.01,0.075,20,322.77,341.49,-18.72
0.01,0.08,20,322.368,341.46,-19.092
0.01,0.085,20,322.01,341.432,-19.422
0.01,0.09,20,321.694,341.407,-19.713
0.01,0.095,20,321.42,341.383,-19.963
0.01,0.1,20,321.187,341.362,-20.175
0.005,-2.89E-35,20,334.541,342.165,-7.624
0.005,0.005,20,333.328,342.104,-8.776
0.005,0.01,20,332.187,342.045,-9.858
0.005,0.015,20,331.113,341.989,-10.876
0.005,0.02,20,330.104,341.934,-11.83
0.005,0.025,20,329.156,341.882,-12.726
0.005,0.03,20,328.266,341.832,-13.566
0.005,0.035,20,327.432,341.783,-14.351
0.005,0.04,20,326.652,341.737,-15.085
0.005,0.045,20,325.925,341.693,-15.768
0.005,0.05,20,325.248,341.651,-16.403
0.005,0.055,20,324.621,341.611,-16.99
0.005,0.06,20,324.041,341.574,-17.533
0.005,0.065,20,323.509,341.538,-18.029
0.005,0.07,20,323.022,341.504,-18.482
0.005,0.075,20,322.579,341.472,-18.893
0.005,0.08,20,322.181,341.443,-19.262
0.005,0.085,20,321.825,341.415,-19.59
0.005,0.09,20,321.512,341.389,-19.877
0.005,0.095,20,321.24,341.366,-20.126
0.005,0.1,20,321.01,341.345,-20.335
-5.51E-19,0.005,20,333.018,342.084,-9.066
0,0,20,333.999,342.135,-8.136
-1.10E-18,0.01,20,331.886,342.026,-10.14
-1.65E-18,0.015,20,330.822,341.969,-11.147
-2.20E-18,0.02,20,329.822,341.915,-12.093
-2.76E-18,0.025,20,328.882,341.862,-12.98
-3.31E-18,0.03,20,328,341.812,-13.812
-3.86E-18,0.035,20,327.174,341.764,-14.59
-4.41E-18,0.04,20,326.401,341.718,-15.317
-4.96E-18,0.045,20,325.681,341.674,-15.993
-5.51E-18,0.05,20,325.01,341.632,-16.622
-6.06E-18,0.055,20,324.389,341.592,-17.203
-6.61E-18,0.06,20,323.815,341.554,-17.739
-7.16E-18,0.065,20,323.287,341.518,-18.231
-7.72E-18,0.07,20,322.805,341.484,-18.679
-8.27E-18,0.075,20,322.367,341.453,-19.086
-8.82E-18,0.08,20,321.972,341.423,-19.451
-9.37E-18,0.085,20,321.62,341.396,-19.776
-9.92E-18,0.09,20,321.309,341.37,-20.061
-1.05E-17,0.095,20,321.04,341.347,-20.307
-1.39E-17,0.1,20,320.916,341.335,-20.419
0.095,0.005,30,333.621,342.104,-8.483
0.095,-5.49E-34,30,334.835,342.165,-7.33
0.1,-5.78E-34,30,334.291,342.135,-7.844
0.1,0.005,30,333.309,342.084,-8.775
0.1,0.01,30,332.175,342.026,-9.851
0.095,0.01,30,332.478,342.045,-9.567
0.1,0.015,30,331.106,341.969,-10.863
0.095,0.015,30,331.4,341.989,-10.589
0.1,0.02,30,330.101,341.915,-11.814
0.095,0.02,30,330.386,341.934,-11.548
0.1,0.025,30,329.155,341.862,-12.707
0.095,0.025,30,329.432,341.882,-12.45
0.1,0.03,30,328.267,341.812,-13.545
0.095,0.03,30,328.536,341.832,-13.296
0.1,0.035,30,327.435,341.764,-14.329
0.095,0.035,30,327.696,341.783,-14.087
0.1,0.04,30,326.656,341.718,-15.062
0.095,0.04,30,326.91,341.737,-14.827
0.1,0.045,30,325.93,341.674,-15.744
0.095,0.045,30,326.176,341.693,-15.517
0.1,0.05,30,325.254,341.632,-16.378
0.095,0.05,30,325.494,341.651,-16.157
0.095,0.055,30,324.861,341.611,-16.75
0.1,0.055,30,324.627,341.592,-16.965
0.1,0.06,30,324.047,341.554,-17.507
0.095,0.06,30,324.276,341.574,-17.298
0.1,0.065,30,323.515,341.518,-18.003
0.095,0.065,30,323.738,341.538,-17.8
0.1,0.07,30,323.028,341.484,-18.456
0.095,0.07,30,323.247,341.504,-18.257
0.1,0.075,30,322.585,341.453,-18.868
0.095,0.075,30,322.8,341.472,-18.672
0.1,0.08,30,322.187,341.423,-19.236
0.095,0.08,30,322.398,341.443,-19.045
0.1,0.085,30,321.831,341.396,-19.565
0.095,0.085,30,322.039,341.415,-19.376
0.1,0.09,30,321.518,341.37,-19.852
0.095,0.09,30,321.723,341.389,-19.666
0.1,0.095,30,321.246,341.347,-20.101
0.095,0.095,30,321.448,341.366,-19.918
0.1,0.1,30,321.121,341.335,-20.214
0.095,0.1,30,321.215,341.345,-20.13
0.09,0.005,30,333.893,342.121,-8.228
0.09,-5.20E-34,30,335.109,342.182,-7.073
0.09,0.01,30,332.744,342.063,-9.319
0.09,0.015,30,331.66,342.006,-10.346
0.09,0.02,30,330.639,341.952,-11.313
0.09,0.025,30,329.678,341.9,-12.222
0.09,0.03,30,328.775,341.849,-13.074
0.09,0.035,30,327.928,341.801,-13.873
0.09,0.04,30,327.136,341.755,-14.619
0.09,0.045,30,326.397,341.711,-15.314
0.09,0.05,30,325.709,341.669,-15.96
0.09,0.055,30,325.071,341.629,-16.558
0.09,0.06,30,324.481,341.591,-17.11
0.09,0.065,30,323.939,341.555,-17.616
0.09,0.07,30,323.443,341.521,-18.078
0.09,0.075,30,322.993,341.49,-18.497
0.09,0.08,30,322.587,341.46,-18.873
0.09,0.085,30,322.225,341.432,-19.207
0.09,0.09,30,321.906,341.407,-19.501
0.09,0.095,30,321.63,341.383,-19.753
0.09,0.1,30,321.395,341.362,-19.967
0.085,0.005,30,334.128,342.137,-8.009
0.085,-4.91E-34,30,335.345,342.198,-6.853
0.085,0.01,30,332.976,342.078,-9.102
0.085,0.015,30,331.888,342.022,-10.134
0.085,0.02,30,330.861,341.967,-11.106
0.085,0.025,30,329.894,341.915,-12.021
0.085,0.03,30,328.986,341.865,-12.879
0.085,0.035,30,328.134,341.816,-13.682
0.085,0.04,30,327.336,341.77,-14.434
0.085,0.045,30,326.592,341.726,-15.134
0.085,0.05,30,325.899,341.684,-15.785
0.085,0.055,30,325.256,341.644,-16.388
0.085,0.06,30,324.662,341.606,-16.944
0.085,0.065,30,324.116,341.571,-17.455
0.085,0.07,30,323.617,341.537,-17.92
0.085,0.075,30,323.163,341.505,-18.342
0.085,0.08,30,322.755,341.475,-18.72
0.085,0.085,30,322.39,341.448,-19.058
0.085,0.09,30,322.069,341.422,-19.353
0.085,0.095,30,321.79,341.399,-19.609
0.085,0.1,30,321.553,341.377,-19.824
0.08,0.005,30,334.328,342.151,-7.823
0.08,-4.62E-34,30,335.546,342.211,-6.665
0.08,0.01,30,333.174,342.092,-8.918
0.08,0.015,30,332.082,342.035,-9.953
0.08,0.02,30,331.052,341.981,-10.929
0.08,0.025,30,330.081,341.928,-11.847
0.08,0.03,30,329.168,341.878,-12.71
0.08,0.035,30,328.311,341.83,-13.519
0.08,0.04,30,327.509,341.784,-14.275
0.08,0.045,30,326.76,341.74,-14.98
0.08,0.05,30,326.064,341.698,-15.634
0.08,0.055,30,325.417,341.658,-16.241
0.08,0.06,30,324.82,341.62,-16.8
0.08,0.065,30,324.27,341.584,-17.314
0.08,0.07,30,323.768,341.55,-17.782
0.08,0.075,30,323.311,341.518,-18.207
0.08,0.08,30,322.9,341.489,-18.589
0.08,0.085,30,322.533,341.461,-18.928
0.08,0.09,30,322.21,341.435,-19.225
0.08,0.095,30,321.929,341.412,-19.483
0.08,0.1,30,321.691,341.39,-19.699
0.075,0.005,30,334.496,342.162,-7.666
0.075,-4.33E-34,30,335.714,342.223,-6.509
0.075,0.01,30,333.34,342.103,-8.763
0.075,0.015,30,332.246,342.047,-9.801
0.075,0.02,30,331.212,341.992,-10.78
0.075,0.025,30,330.238,341.94,-11.702
0.075,0.03,30,329.321,341.89,-12.569
0.075,0.035,30,328.461,341.841,-13.38
0.075,0.04,30,327.656,341.795,-14.139
0.075,0.045,30,326.903,341.751,-14.848
0.075,0.05,30,326.203,341.709,-15.506
0.075,0.055,30,325.553,341.669,-16.116
0.075,0.06,30,324.953,341.631,-16.678
0.075,0.065,30,324.401,341.595,-17.194
0.075,0.07,30,323.896,341.561,-17.665
0.075,0.075,30,323.437,341.53,-18.093
0.075,0.08,30,323.023,341.5,-18.477
0.075,0.085,30,322.654,341.472,-18.818
0.075,0.09,30,322.329,341.447,-19.118
0.075,0.095,30,322.047,341.423,-19.376
0.075,0.1,30,321.808,341.402,-19.594
0.07,0.005,30,334.631,342.171,-7.54
0.07,-4.04E-34,30,335.85,342.232,-6.382
0.07,0.01,30,333.474,342.113,-8.639
0.07,0.015,30,332.378,342.056,-9.678
0.07,0.02,30,331.343,342.002,-10.659
0.07,0.025,30,330.366,341.949,-11.583
0.07,0.03,30,329.447,341.899,-12.452
0.07,0.035,30,328.583,341.851,-13.268
0.07,0.04,30,327.775,341.804,-14.029
0.07,0.045,30,327.02,341.76,-14.74
0.07,0.05,30,326.317,341.718,-15.401
0.07,0.055,30,325.665,341.678,-16.013
0.07,0.06,30,325.062,341.64,-16.578
0.07,0.065,30,324.507,341.604,-17.097
0.07,0.07,30,324,341.571,-17.571
0.07,0.075,30,323.54,341.539,-17.999
0.07,0.08,30,323.124,341.509,-18.385
0.07,0.085,30,322.754,341.482,-18.728
0.07,0.09,30,322.427,341.456,-19.029
0.07,0.095,30,322.144,341.432,-19.288
0.07,0.1,30,321.904,341.411,-19.507
0.065,0.005,30,334.736,342.178,-7.442
0.065,-3.76E-34,30,335.955,342.239,-6.284
0.065,0.01,30,333.578,342.12,-8.542
0.065,0.015,30,332.481,342.063,-9.582
0.065,0.02,30,331.444,342.009,-10.565
0.065,0.025,30,330.465,341.956,-11.491
0.065,0.03,30,329.544,341.906,-12.362
0.065,0.035,30,328.678,341.858,-13.18
0.065,0.04,30,327.868,341.812,-13.944
0.065,0.045,30,327.111,341.767,-14.656
0.065,0.05,30,326.406,341.725,-15.319
0.065,0.055,30,325.751,341.685,-15.934
0.065,0.06,30,325.147,341.647,-16.5
0.065,0.065,30,324.59,341.612,-17.022
0.065,0.07,30,324.082,341.578,-17.496
0.065,0.075,30,323.619,341.546,-17.927
0.065,0.08,30,323.203,341.516,-18.313
0.065,0.085,30,322.831,341.489,-18.658
0.065,0.09,30,322.504,341.463,-18.959
0.065,0.095,30,322.219,341.44,-19.221
0.065,0.1,30,321.978,341.418,-19.44
0.06,-3.47E-34,30,336.03,342.244,-6.214
0.06,0.005,30,334.81,342.184,-7.374
0.06,0.01,30,333.652,342.125,-8.473
0.06,0.015,30,332.554,342.068,-9.514
0.06,0.02,30,331.516,342.014,-10.498
0.06,0.025,30,330.536,341.962,-11.426
0.06,0.03,30,329.613,341.911,-12.298
0.06,0.035,30,328.746,341.863,-13.117
0.06,0.04,30,327.934,341.817,-13.883
0.06,0.045,30,327.176,341.773,-14.597
0.06,0.05,30,326.469,341.731,-15.262
0.06,0.055,30,325.813,341.691,-15.878
0.06,0.06,30,325.207,341.653,-16.446
0.06,0.065,30,324.65,341.617,-16.967
0.06,0.07,30,324.14,341.583,-17.443
0.06,0.075,30,323.677,341.551,-17.874
0.06,0.08,30,323.259,341.521,-18.262
0.06,0.085,30,322.886,341.494,-18.608
0.06,0.09,30,322.558,341.468,-18.91
0.06,0.095,30,322.273,341.445,-19.172
0.06,0.1,30,322.032,341.423,-19.391
0.055,-3.18E-34,30,336.074,342.247,-6.173
0.055,0.005,30,334.855,342.187,-7.332
0.055,0.01,30,333.696,342.128,-8.432
0.055,0.015,30,332.598,342.072,-9.474
0.055,0.02,30,331.559,342.017,-10.458
0.055,0.025,30,330.578,341.965,-11.387
0.055,0.03,30,329.654,341.914,-12.26
0.055,0.035,30,328.787,341.866,-13.079
0.055,0.04,30,327.974,341.82,-13.846
0.055,0.045,30,327.214,341.776,-14.562
0.055,0.05,30,326.507,341.734,-15.227
0.055,0.055,30,325.851,341.694,-15.843
0.055,0.06,30,325.244,341.656,-16.412
0.055,0.065,30,324.685,341.62,-16.935
0.055,0.07,30,324.175,341.586,-17.411
0.055,0.075,30,323.711,341.554,-17.843
0.055,0.08,30,323.293,341.525,-18.232
0.055,0.085,30,322.92,341.497,-18.577
0.055,0.09,30,322.591,341.471,-18.88
0.055,0.095,30,322.306,341.448,-19.142
0.055,0.1,30,322.064,341.426,-19.362
0.05,-2.89E-34,30,336.089,342.249,-6.16
0.05,0.005,30,334.87,342.188,-7.318
0.05,0.01,30,333.711,342.129,-8.418
0.05,0.015,30,332.612,342.073,-9.461
0.05,0.02,30,331.573,342.018,-10.445
0.05,0.025,30,330.592,341.966,-11.374
0.05,0.03,30,329.668,341.915,-12.247
0.05,0.035,30,328.8,341.867,-13.067
0.05,0.04,30,327.987,341.821,-13.834
0.05,0.045,30,327.227,341.777,-14.55
0.05,0.05,30,326.52,341.735,-15.215
0.05,0.055,30,325.863,341.695,-15.832
0.05,0.06,30,325.256,341.657,-16.401
0.05,0.065,30,324.697,341.621,-16.924
0.05,0.07,30,324.187,341.587,-17.4
0.05,0.075,30,323.722,341.555,-17.833
0.05,0.08,30,323.304,341.526,-18.222
0.05,0.085,30,322.931,341.498,-18.567
0.05,0.09,30,322.602,341.472,-18.87
0.05,0.095,30,322.316,341.449,-19.133
0.05,0.1,30,322.074,341.427,-19.353
0.045,-2.60E-34,30,336.074,342.247,-6.173
0.045,0.005,30,334.855,342.187,-7.332
0.045,0.01,30,333.696,342.128,-8.432
0.045,0.015,30,332.598,342.072,-9.474
0.045,0.02,30,331.559,342.017,-10.458
0.045,0.025,30,330.578,341.965,-11.387
0.045,0.03,30,329.654,341.914,-12.26
0.045,0.035,30,328.787,341.866,-13.079
0.045,0.04,30,327.974,341.82,-13.846
0.045,0.045,30,327.214,341.776,-14.562
0.045,0.05,30,326.507,341.734,-15.227
0.045,0.055,30,325.851,341.694,-15.843
0.045,0.06,30,325.244,341.656,-16.412
0.045,0.065,30,324.685,341.62,-16.935
0.045,0.07,30,324.175,341.586,-17.411
0.045,0.075,30,323.711,341.554,-17.843
0.045,0.08,30,323.293,341.525,-18.232
0.045,0.085,30,322.92,341.497,-18.577
0.045,0.09,30,322.591,341.471,-18.88
0.045,0.095,30,322.306,341.448,-19.142
0.045,0.1,30,322.064,341.426,-19.362
0.04,-2.31E-34,30,336.03,342.244,-6.214
0.04,0.005,30,334.81,342.184,-7.374
0.04,0.01,30,333.652,342.125,-8.473
0.04,0.015,30,332.554,342.068,-9.514
0.04,0.02,30,331.516,342.014,-10.498
0.04,0.025,30,330.536,341.962,-11.426
0.04,0.03,30,329.613,341.911,-12.298
0.04,0.035,30,328.746,341.863,-13.117
0.04,0.04,30,327.934,341.817,-13.883
0.04,0.045,30,327.176,341.773,-14.597
0.04,0.05,30,326.469,341.731,-15.262
0.04,0.055,30,325.813,341.691,-15.878
0.04,0.06,30,325.207,341.653,-16.446
0.04,0.065,30,324.65,341.617,-16.967
0.04,0.07,30,324.14,341.583,-17.443
0.04,0.075,30,323.677,341.551,-17.874
0.04,0.08,30,323.259,341.521,-18.262
0.04,0.085,30,322.886,341.494,-18.608
0.04,0.09,30,322.558,341.468,-18.91
0.04,0.095,30,322.273,341.445,-19.172
0.04,0.1,30,322.032,341.423,-19.391
0.035,-2.02E-34,30,335.955,342.239,-6.284
0.035,0.005,30,334.736,342.178,-7.442
0.035,0.01,30,333.578,342.12,-8.542
0.035,0.015,30,332.481,342.063,-9.582
0.035,0.02,30,331.444,342.009,-10.565
0.035,0.025,30,330.465,341.956,-11.491
0.035,0.03,30,329.544,341.906,-12.362
0.035,0.035,30,328.678,341.858,-13.18
0.035,0.04,30,327.868,341.812,-13.944
0.035,0.045,30,327.111,341.767,-14.656
0.035,0.05,30,326.406,341.725,-15.319
0.035,0.055,30,325.751,341.685,-15.934
0.035,0.06,30,325.147,341.647,-16.5
0.035,0.065,30,324.59,341.612,-17.022
0.035,0.07,30,324.082,341.578,-17.496
0.035,0.075,30,323.62,341.546,-17.926
0.035,0.08,30,323.203,341.516,-18.313
0.035,0.085,30,322.831,341.489,-18.658
0.035,0.09,30,322.504,341.463,-18.959
0.035,0.095,30,322.219,341.44,-19.221
0.035,0.1,30,321.978,341.418,-19.44
0.03,-1.73E-34,30,335.85,342.232,-6.382
0.03,0.005,30,334.631,342.171,-7.54
0.03,0.01,30,333.474,342.113,-8.639
0.03,0.015,30,332.378,342.056,-9.678
0.03,0.02,30,331.343,342.002,-10.659
0.03,0.025,30,330.366,341.949,-11.583
0.03,0.03,30,329.447,341.899,-12.452
0.03,0.035,30,328.583,341.851,-13.268
0.03,0.04,30,327.775,341.804,-14.029
0.03,0.045,30,327.02,341.76,-14.74
0.03,0.05,30,326.317,341.718,-15.401
0.03,0.055,30,325.665,341.678,-16.013
0.03,0.06,30,325.062,341.64,-16.578
0.03,0.065,30,324.507,341.604,-17.097
