X,Y,Temperature_3D,Temperature_2D,Temp_Difference
0.085,0.055,325.012,341.644,-16.632000000000005
0.085,0.06,324.424,341.606,-17.182000000000016
0.085,0.065,323.883,341.571,-17.688000000000045
0.085,0.07,323.388,341.537,-18.149
0.085,0.075,322.939,341.505,-18.565999999999974
0.085,0.08,322.534,341.475,-18.94100000000003
0.085,0.085,322.173,341.448,-19.274999999999977
0.085,0.09,321.855,341.422,-19.567000000000007
0.085,0.095,321.579,341.399,-19.819999999999993
0.085,0.1,321.344,341.377,-20.033000000000015
0.08,0.005,334.028,342.151,-8.12299999999999
0.08,-4.62e-34,335.245,342.211,-6.966000000000008
0.08,0.01,332.877,342.092,-9.214999999999975
0.08,0.015,331.789,342.035,-10.246000000000038
0.08,0.02,330.764,341.981,-11.216999999999985
0.08,0.025,329.799,341.928,-12.129000000000019
0.08,0.03,328.892,341.878,-12.98599999999999
0.08,0.035,328.042,341.83,-13.788000000000011
0.08,0.04,327.246,341.784,-14.538000000000011
0.08,0.045,326.503,341.74,-15.237000000000023
0.08,0.05,325.812,341.698,-15.885999999999967
0.08,0.055,325.172,341.658,-16.48599999999999
0.08,0.06,324.58,341.62,-17.04000000000002
0.08,0.065,324.035,341.584,-17.548999999999978
0.08,0.07,323.538,341.55,-18.012
0.08,0.075,323.086,341.518,-18.43199999999996
0.08,0.08,322.678,341.489,-18.81099999999998
0.08,0.085,322.315,341.461,-19.146000000000015
0.08,0.09,321.994,341.435,-19.440999999999974
0.08,0.095,321.717,341.412,-19.694999999999993
0.08,0.1,321.481,341.39000000000004,-19.90900000000005
0.075,0.005,334.194,342.162,-7.967999999999961
0.075,-4.329999999999999e-34,335.412,342.223,-6.8110000000000355
0.075,0.01,333.041,342.103,-9.062000000000012
0.075,0.015,331.951,342.047,-10.096000000000004
0.075,0.02,330.923,341.992,-11.069000000000017
0.075,0.025,329.954,341.94,-11.98599999999999
0.075,0.03,329.044,341.89,-12.846000000000004
0.075,0.035,328.19,341.841,-13.65100000000001
0.075,0.04,327.391,341.795,-14.403999999999996
0.075,0.045,326.645,341.751,-15.105999999999995
0.075,0.05,325.951,341.709,-15.757999999999981
0.075,0.055,325.307,341.669,-16.361999999999966
0.075,0.06,324.712,341.631,-16.918999999999983
0.075,0.065,324.164,341.595,-17.43100000000004
0.075,0.07,323.664,341.561,-17.89699999999999
0.075,0.075,323.21,341.53,-18.319999999999993
0.075,0.08,322.8,341.5,-18.69999999999999
0.075,0.085,322.435,341.472,-19.036999999999978
0.075,0.09,322.113,341.447,-19.334000000000003
0.075,0.095,321.833,341.423,-19.589999999999975
0.075,0.1,321.596,341.402,-19.805999999999983
0.07,0.005,334.328,342.171,-7.843000000000018
0.07,-4.04e-34,335.546,342.232,-6.6860000000000355
0.07,0.01,333.174,342.113,-8.939000000000021
0.07,0.015,332.082,342.056,-9.97399999999999
0.07,0.02,331.052,342.002,-10.949999999999989
0.07,0.025,330.081,341.949,-11.867999999999995
0.07,0.03,329.168,341.899,-12.730999999999995
0.07,0.035,328.311,341.851,-13.54000000000002
0.07,0.04,327.509,341.804,-14.294999999999959
0.07,0.045,326.76,341.76,-15.0
0.07,0.05,326.064,341.718,-15.653999999999996
0.07,0.055,325.417,341.678,-16.261000000000024
0.07,0.06,324.82,341.64,-16.819999999999993
0.07,0.065,324.27,341.604,-17.334000000000003
0.07,0.07,323.768,341.571,-17.803000000000054
0.07,0.075,323.311,341.539,-18.22800000000001
0.07,0.08,322.9,341.509,-18.609000000000037
0.07,0.085,322.533,341.482,-18.949000000000012
0.07,0.09,322.21,341.456,-19.246000000000038
0.07,0.095,321.929,341.432,-19.503000000000043
0.07,0.1,321.691,341.411,-19.720000000000027
0.065,0.005,334.432,342.178,-7.745999999999981
0.065,-3.76e-34,335.65,342.239,-6.588999999999999
0.065,0.01,333.277,342.12,-8.843000000000018
0.065,0.015,332.184,342.063,-9.878999999999962
0.065,0.02,331.152,342.009,-10.857000000000028
0.065,0.025,330.179,341.956,-11.777000000000044
0.065,0.03,329.264,341.906,-12.641999999999996
0.065,0.035,328.405,341.858,-13.453000000000031
0.065,0.04,327.601,341.812,-14.211000000000013
0.065,0.045,326.85,341.767,-14.916999999999973
0.065,0.05,326.151,341.725,-15.574000000000012
0.065,0.055,325.503,341.685,-16.182000000000016
0.065,0.06,324.904,341.647,-16.742999999999995
0.065,0.065,324.353,341.612,-17.259000000000015
0.065,0.07,323.849,341.578,-17.728999999999985
0.065,0.075,323.391,341.546,-18.154999999999973
0.065,0.08,322.978,341.516,-18.53800000000001
0.065,0.085,322.61,341.489,-18.878999999999962
0.065,0.09,322.285,341.463,-19.177999999999997
0.065,0.095,322.004,341.44,-19.43599999999998
0.065,0.1,321.765,341.41799999999995,-19.652999999999963
0.06,0.005,334.506,342.184,-7.678000000000054
0.06,-3.47e-34,335.724,342.244,-6.520000000000039
0.06,0.01,333.35,342.125,-8.774999999999977
0.06,0.015,332.256,342.068,-9.812000000000012
0.06,0.02,331.223,342.014,-10.790999999999997
0.06,0.025,330.249,341.962,-11.712999999999965
0.06,0.03,329.333,341.911,-12.577999999999975
0.06,0.035,328.472,341.863,-13.39100000000002
0.06,0.04,327.667,341.817,-14.150000000000034
0.06,0.045,326.915,341.773,-14.858000000000004
0.06,0.05,326.214,341.731,-15.516999999999996
0.06,0.055,325.564,341.691,-16.126999999999953
0.06,0.06,324.964,341.653,-16.68900000000002
0.06,0.065,324.411,341.617,-17.206000000000017
0.06,0.07,323.906,341.583,-17.67700000000002
0.06,0.075,323.447,341.551,-18.103999999999985
0.06,0.08,323.034,341.521,-18.487000000000023
0.06,0.085,322.664,341.494,-18.83000000000004
0.06,0.09,322.339,341.468,-19.12900000000002
0.06,0.095,322.057,341.445,-19.387999999999977
0.06,0.1,321.818,341.423,-19.605000000000018
0.055,0.005,334.55,342.187,-7.6370000000000005
0.055,-3.18e-34,335.768,342.247,-6.479000000000042
0.055,0.01,333.394,342.128,-8.73399999999998
0.055,0.015,332.299,342.072,-9.773000000000025
0.055,0.02,331.266,342.017,-10.750999999999976
0.055,0.025,330.291,341.965,-11.673999999999978
0.055,0.03,329.374,341.914,-12.539999999999964
0.055,0.035,328.513,341.866,-13.353000000000009
0.055,0.04,327.706,341.82,-14.113999999999976
0.055,0.045,326.953,341.776,-14.823000000000036
0.055,0.05,326.252,341.734,-15.481999999999971
0.055,0.055,325.601,341.694,-16.093000000000018
0.055,0.06,325.0,341.656,-16.656000000000006
0.055,0.065,324.447,341.62,-17.173000000000002
0.055,0.07,323.941,341.586,-17.64500000000004
0.055,0.075,323.481,341.554,-18.07299999999998
0.055,0.08,323.067,341.525,-18.45799999999997
0.055,0.085,322.697,341.497,-18.80000000000001
0.055,0.09,322.372,341.471,-19.09899999999999
0.055,0.095,322.089,341.448,-19.35899999999998
0.055,0.1,321.849,341.426,-19.576999999999998
0.05,0.005,334.564,342.188,-7.623999999999967
0.05,-2.89e-34,335.783,342.249,-6.466000000000008
0.05,0.01,333.408,342.129,-8.721000000000004
0.05,0.015,332.314,342.073,-9.758999999999958
0.05,0.02,331.28,342.018,-10.738
0.05,0.025,330.305,341.966,-11.661000000000001
0.05,0.03,329.387,341.915,-12.52800000000002
0.05,0.035,328.526,341.867,-13.341000000000008
0.05,0.04,327.719,341.821,-14.102000000000032
0.05,0.045,326.966,341.777,-14.810999999999979
0.05,0.05,326.264,341.735,-15.471000000000004
0.05,0.055,325.613,341.695,-16.081999999999994
0.05,0.06,325.012,341.657,-16.644999999999982
0.05,0.065,324.458,341.621,-17.162999999999954
0.05,0.07,323.952,341.587,-17.63499999999999
0.05,0.075,323.493,341.555,-18.062000000000012
0.05,0.08,323.078,341.526,-18.448000000000036
0.05,0.085,322.708,341.498,-18.789999999999964
0.05,0.09,322.382,341.472,-19.089999999999975
0.05,0.095,322.1,341.449,-19.34899999999999
0.05,0.1,321.86,341.427,-19.567000000000007
0.045,-2.6e-34,335.768,342.247,-6.479000000000042
0.045,0.005,334.55,342.187,-7.6370000000000005
0.045,0.01,333.394,342.128,-8.73399999999998
0.045,0.015,332.299,342.072,-9.773000000000025
0.045,0.02,331.266,342.017,-10.750999999999976
0.045,0.025,330.291,341.965,-11.673999999999978
0.045,0.03,329.374,341.914,-12.539999999999964
0.045,0.035,328.513,341.866,-13.353000000000009
0.045,0.04,327.706,341.82,-14.113999999999976
0.045,0.045,326.953,341.776,-14.823000000000036
0.045,0.05,326.252,341.734,-15.481999999999971
0.045,0.055,325.601,341.694,-16.093000000000018
0.045,0.06,325.0,341.656,-16.656000000000006
0.045,0.065,324.447,341.62,-17.173000000000002
0.045,0.07,323.941,341.586,-17.64500000000004
0.045,0.075,323.481,341.554,-18.07299999999998
0.045,0.08,323.067,341.525,-18.45799999999997
0.045,0.085,322.697,341.497,-18.80000000000001
0.045,0.09,322.372,341.471,-19.09899999999999
0.045,0.095,322.089,341.448,-19.35899999999998
0.045,0.1,321.849,341.426,-19.576999999999998
0.04,-2.31e-34,335.724,342.244,-6.520000000000039
0.04,0.005,334.506,342.184,-7.678000000000054
0.04,0.01,333.35,342.125,-8.774999999999977
0.04,0.015,332.256,342.068,-9.812000000000012
0.04,0.02,331.223,342.014,-10.790999999999997
0.04,0.025,330.249,341.962,-11.712999999999965
0.04,0.03,329.333,341.911,-12.577999999999975
0.04,0.035,328.472,341.863,-13.39100000000002
0.04,0.04,327.667,341.817,-14.150000000000034
0.04,0.045,326.915,341.773,-14.858000000000004
0.04,0.05,326.214,341.731,-15.516999999999996
0.04,0.055,325.564,341.691,-16.126999999999953
0.04,0.06,324.964,341.653,-16.68900000000002
0.04,0.065,324.411,341.617,-17.206000000000017
0.04,0.07,323.906,341.583,-17.67700000000002
0.04,0.075,323.447,341.551,-18.103999999999985
0.04,0.08,323.034,341.521,-18.487000000000023
0.04,0.085,322.664,341.494,-18.83000000000004
0.04,0.09,322.339,341.468,-19.12900000000002
0.04,0.095,322.057,341.445,-19.387999999999977
0.04,0.1,321.818,341.423,-19.605000000000018
0.035,-2.02e-34,335.65,342.239,-6.588999999999999
0.035,0.005,334.432,342.178,-7.745999999999981
0.035,0.01,333.277,342.12,-8.843000000000018
0.035,0.015,332.184,342.063,-9.878999999999962
0.035,0.02,331.152,342.009,-10.857000000000028
0.035,0.025,330.179,341.956,-11.777000000000044
0.035,0.03,329.264,341.906,-12.641999999999996
0.035,0.035,328.405,341.858,-13.453000000000031
0.035,0.04,327.601,341.812,-14.211000000000013
0.035,0.045,326.85,341.767,-14.916999999999973
0.035,0.05,326.151,341.725,-15.574000000000012
0.035,0.055,325.503,341.685,-16.182000000000016
0.035,0.06,324.904,341.647,-16.742999999999995
0.035,0.065,324.353,341.612,-17.259000000000015
0.035,0.07,323.849,341.578,-17.728999999999985
0.035,0.075,323.391,341.546,-18.154999999999973
0.035,0.08,322.978,341.516,-18.53800000000001
0.035,0.085,322.61,341.489,-18.878999999999962
0.035,0.09,322.285,341.463,-19.177999999999997
0.035,0.095,322.004,341.44,-19.43599999999998
0.035,0.1,321.765,341.41799999999995,-19.652999999999963
0.03,-1.7299999999999999e-34,335.546,342.232,-6.6860000000000355
0.03,0.005,334.328,342.171,-7.843000000000018
0.03,0.01,333.174,342.113,-8.939000000000021
0.03,0.015,332.082,342.056,-9.97399999999999
0.03,0.02,331.052,342.002,-10.949999999999989
0.03,0.025,330.081,341.949,-11.867999999999995
0.03,0.03,329.168,341.899,-12.730999999999995
0.03,0.035,328.311,341.851,-13.54000000000002
0.03,0.04,327.509,341.804,-14.294999999999959
0.03,0.045,326.76,341.76,-15.0
0.03,0.05,326.064,341.718,-15.653999999999996
0.03,0.055,325.417,341.678,-16.261000000000024
0.03,0.06,324.82,341.64,-16.819999999999993
0.03,0.065,324.27,341.604,-17.334000000000003
0.03,0.07,323.768,341.571,-17.803000000000054
0.03,0.075,323.311,341.539,-18.22800000000001
0.03,0.08,322.9,341.509,-18.609000000000037
0.03,0.085,322.533,341.482,-18.949000000000012
0.03,0.09,322.21,341.456,-19.246000000000038
0.03,0.095,321.929,341.432,-19.503000000000043
0.03,0.1,321.691,341.411,-19.720000000000027
0.025,-1.4399999999999999e-34,335.412,342.223,-6.8110000000000355
0.025,0.005,334.194,342.162,-7.967999999999961
0.025,0.01,333.041,342.103,-9.062000000000012
0.025,0.015,331.951,342.047,-10.096000000000004
0.025,0.02,330.923,341.992,-11.069000000000017
0.025,0.025,329.954,341.94,-11.98599999999999
0.025,0.03,329.044,341.89,-12.846000000000004
0.025,0.035,328.19,341.841,-13.65100000000001
0.025,0.04,327.391,341.795,-14.403999999999996
0.025,0.045,326.645,341.751,-15.105999999999995
0.025,0.05,325.951,341.709,-15.757999999999981
0.025,0.055,325.307,341.669,-16.361999999999966
0.025,0.06,324.712,341.631,-16.918999999999983
0.025,0.065,324.164,341.595,-17.43100000000004
0.025,0.07,323.664,341.561,-17.89699999999999
0.025,0.075,323.21,341.53,-18.319999999999993
0.025,0.08,322.8,341.5,-18.69999999999999
0.025,0.085,322.435,341.472,-19.036999999999978
0.025,0.09,322.113,341.447,-19.334000000000003
0.025,0.095,321.833,341.423,-19.589999999999975
0.025,0.1,321.596,341.402,-19.805999999999983
0.02,-1.1599999999999999e-34,335.245,342.211,-6.966000000000008
0.02,0.005,334.028,342.151,-8.12299999999999
0.02,0.01,332.877,342.092,-9.214999999999975
0.02,0.015,331.789,342.035,-10.246000000000038
0.02,0.02,330.764,341.981,-11.216999999999985
0.02,0.025,329.799,341.928,-12.129000000000019
0.02,0.03,328.892,341.878,-12.98599999999999
0.02,0.035,328.042,341.83,-13.788000000000011
0.02,0.04,327.246,341.784,-14.538000000000011
0.02,0.045,326.503,341.74,-15.237000000000023
0.02,0.05,325.813,341.698,-15.884999999999991
0.02,0.055,325.172,341.658,-16.48599999999999
0.02,0.06,324.58,341.62,-17.04000000000002
0.02,0.065,324.035,341.584,-17.548999999999978
0.02,0.07,323.538,341.55,-18.012
0.02,0.075,323.086,341.518,-18.43199999999996
0.02,0.08,322.678,341.489,-18.81099999999998
0.02,0.085,322.315,341.461,-19.146000000000015
0.02,0.09,321.994,341.435,-19.440999999999974
0.02,0.095,321.717,341.412,-19.694999999999993
0.02,0.1,321.481,341.39000000000004,-19.90900000000005
0.015,-8.67e-35,335.046,342.19800000000004,-7.152000000000044
0.015,0.005,333.83,342.137,-8.307000000000016
0.015,0.01,332.68,342.078,-9.397999999999968
0.015,0.015,331.596,342.022,-10.425999999999988
0.015,0.02,330.575,341.967,-11.391999999999996
0.015,0.025,329.614,341.915,-12.301000000000045
0.015,0.03,328.712,341.865,-13.15300000000002
0.015,0.035,327.866,341.816,-13.949999999999989
0.015,0.04,327.075,341.77,-14.694999999999993
0.015,0.045,326.336,341.726,-15.389999999999986
0.015,0.05,325.649,341.684,-16.035000000000025
0.015,0.055,325.012,341.644,-16.632000000000005
0.015,0.06,324.424,341.606,-17.182000000000016
0.015,0.065,323.883,341.571,-17.688000000000045
0.015,0.07,323.388,341.537,-18.149
0.015,0.075,322.939,341.505,-18.565999999999974
0.015,0.08,322.534,341.475,-18.94100000000003
0.015,0.085,322.173,341.448,-19.274999999999977
0.015,0.09,321.855,341.422,-19.567000000000007
0.015,0.095,321.579,341.399,-19.819999999999993
0.015,0.1,321.344,341.377,-20.033000000000015
0.01,-5.78e-35,334.812,342.182,-7.3700000000000045
0.01,0.005,333.597,342.121,-8.524000000000001
0.01,0.01,332.451,342.063,-9.611999999999966
0.01,0.015,331.371,342.006,-10.634999999999991
0.01,0.02,330.355,341.952,-11.59699999999998
0.01,0.025,329.4,341.9,-12.5
0.01,0.03,328.503,341.849,-13.346000000000004
0.01,0.035,327.663,341.801,-14.137999999999977
0.01,0.04,326.877,341.755,-14.877999999999986
0.01,0.045,326.143,341.711,-15.56800000000004
0.01,0.05,325.461,341.669,-16.20799999999997
0.01,0.055,324.829,341.629,-16.80000000000001
0.01,0.06,324.244,341.591,-17.34699999999998
0.01,0.065,323.707,341.555,-17.848000000000013
0.01,0.07,323.216,341.521,-18.305000000000007
0.01,0.075,322.77,341.49,-18.720000000000027
0.01,0.08,322.368,341.46,-19.091999999999985
0.01,0.085,322.01,341.432,-19.422000000000025
0.01,0.09,321.694,341.407,-19.712999999999965
0.01,0.095,321.42,341.383,-19.962999999999965
0.01,0.1,321.187,341.362,-20.17500000000001
0.005,-2.89e-35,334.541,342.165,-7.624000000000024
0.005,0.005,333.328,342.104,-8.77600000000001
0.005,0.01,332.187,342.045,-9.858000000000004
0.005,0.015,331.113,341.989,-10.875999999999976
0.005,0.02,330.104,341.934,-11.830000000000041
0.005,0.025,329.156,341.882,-12.725999999999999
0.005,0.03,328.266,341.832,-13.565999999999974
0.005,0.035,327.432,341.783,-14.350999999999999
0.005,0.04,326.652,341.737,-15.085000000000036
0.005,0.045,325.925,341.693,-15.767999999999972
0.005,0.05,325.248,341.651,-16.40300000000002
0.005,0.055,324.621,341.611,-16.99000000000001
0.005,0.06,324.041,341.574,-17.533000000000015
0.005,0.065,323.509,341.538,-18.028999999999996
0.005,0.07,323.022,341.504,-18.482000000000028
0.005,0.075,322.579,341.472,-18.892999999999972
0.005,0.08,322.181,341.443,-19.262
0.005,0.085,321.825,341.415,-19.590000000000032
0.005,0.09,321.512,341.389,-19.87700000000001
0.005,0.095,321.24,341.366,-20.125999999999976
0.005,0.1,321.01,341.345,-20.335000000000036
-5.51e-19,0.005,333.018,342.08399999999995,-9.065999999999974
0.0,0.0,333.999,342.135,-8.135999999999967
-1.1e-18,0.01,331.886,342.02599999999995,-10.13999999999993
-1.65e-18,0.015,330.822,341.969,-11.146999999999991
-2.2e-18,0.02,329.822,341.915,-12.093000000000018
-2.76e-18,0.025,328.882,341.862,-12.980000000000018
-3.31e-18,0.03,328.0,341.81200000000007,-13.812000000000069
-3.86e-18,0.035,327.174,341.76399999999995,-14.589999999999975
-4.41e-18,0.04,326.401,341.718,-15.317000000000007
-4.96e-18,0.045,325.681,341.67400000000004,-15.993000000000052
-5.51e-18,0.05,325.01,341.63200000000006,-16.62200000000007
-6.06e-18,0.055,324.389,341.5919999999999,-17.202999999999918
-6.61e-18,0.06,323.815,341.55400000000003,-17.739000000000033
-7.16e-18,0.065,323.287,341.51800000000003,-18.23100000000005
-7.72e-18,0.07,322.805,341.484,-18.678999999999974
-8.27e-18,0.075,322.367,341.453,-19.085999999999956
-8.82e-18,0.08,321.972,341.42299999999994,-19.450999999999965
-9.37e-18,0.085,321.62,341.3960000000001,-19.776000000000067
-9.92e-18,0.09,321.309,341.37,-20.06099999999998
-1.05e-17,0.095,321.04,341.347,-20.30699999999996
-1.39e-17,0.1,320.916,341.3350000000002,-20.41900000000021
