X,Y,Temperature_3D,Temperature_2D,Temp_Difference
0.09,0.005,334.068,342.121,-8.052999999999997
0.09,-5.2e-34,335.284,342.182,-6.898000000000025
0.09,0.01,332.918,342.063,-9.144999999999982
0.09,0.015,331.832,342.006,-10.173999999999978
0.09,0.02,330.808,341.952,-11.144000000000005
0.09,0.025,329.844,341.9,-12.055999999999983
0.09,0.03,328.938,341.849,-12.911000000000001
0.09,0.035,328.088,341.801,-13.712999999999965
0.09,0.04,327.292,341.755,-14.463000000000022
0.09,0.045,326.549,341.711,-15.162000000000035
0.09,0.05,325.857,341.669,-15.811999999999955
0.09,0.055,325.216,341.629,-16.41300000000001
0.09,0.06,324.623,341.591,-16.968000000000018
0.09,0.065,324.078,341.555,-17.477000000000032
0.09,0.07,323.58,341.521,-17.94100000000003
0.09,0.075,323.127,341.49,-18.363
0.09,0.08,322.719,341.46,-18.740999999999985
0.09,0.085,322.355,341.432,-19.076999999999998
0.09,0.09,322.034,341.407,-19.37299999999999
0.09,0.095,321.756,341.383,-19.62700000000001
0.09,0.1,321.52,341.362,-19.84200000000004
0.085,0.005,334.304,342.137,-7.833000000000027
0.085,-4.9099999999999994e-34,335.522,342.19800000000004,-6.676000000000045
0.085,0.01,333.151,342.078,-8.926999999999964
0.085,0.015,332.06,342.022,-9.961999999999989
0.085,0.02,331.031,341.967,-10.935999999999979
0.085,0.025,330.061,341.915,-11.854000000000042
0.085,0.03,329.15,341.865,-12.715000000000032
0.085,0.035,328.294,341.816,-13.521999999999991
0.085,0.04,327.493,341.77,-14.276999999999987
0.085,0.045,326.745,341.726,-14.980999999999995
0.085,0.05,326.048,341.684,-15.636000000000024
0.085,0.055,325.402,341.644,-16.24200000000002
0.085,0.06,324.805,341.606,-16.800999999999988
0.085,0.065,324.257,341.571,-17.31400000000002
0.085,0.07,323.754,341.537,-17.78299999999996
0.085,0.075,323.298,341.505,-18.206999999999994
0.085,0.08,322.887,341.475,-18.588000000000022
0.085,0.085,322.521,341.448,-18.926999999999964
0.085,0.09,322.197,341.422,-19.225000000000023
0.085,0.095,321.917,341.399,-19.482000000000028
0.085,0.1,321.679,341.377,-19.698000000000036
0.08,0.005,334.506,342.151,-7.645000000000039
0.08,-4.62e-34,335.724,342.211,-6.487000000000023
0.08,0.01,333.35,342.092,-8.741999999999962
0.08,0.015,332.256,342.035,-9.779000000000053
0.08,0.02,331.223,341.981,-10.757999999999981
0.08,0.025,330.249,341.928,-11.678999999999974
0.08,0.03,329.333,341.878,-12.544999999999959
0.08,0.035,328.472,341.83,-13.358000000000004
0.08,0.04,327.667,341.784,-14.117000000000019
0.08,0.045,326.915,341.74,-14.824999999999989
0.08,0.05,326.214,341.698,-15.48399999999998
0.08,0.055,325.564,341.658,-16.093999999999994
0.08,0.06,324.964,341.62,-16.656000000000006
0.08,0.065,324.411,341.584,-17.173000000000002
0.08,0.07,323.906,341.55,-17.644000000000005
0.08,0.075,323.447,341.518,-18.07099999999997
0.08,0.08,323.034,341.489,-18.454999999999984
0.08,0.085,322.664,341.461,-18.797000000000025
0.08,0.09,322.339,341.435,-19.096000000000004
0.08,0.095,322.057,341.412,-19.35499999999996
0.08,0.1,321.818,341.39000000000004,-19.57200000000006
0.075,0.005,334.674,342.162,-7.4879999999999995
0.075,-4.329999999999999e-34,335.893,342.223,-6.330000000000041
0.075,0.01,333.517,342.103,-8.586000000000013
0.075,0.015,332.42,342.047,-9.62700000000001
0.075,0.02,331.384,341.992,-10.608000000000004
0.075,0.025,330.407,341.94,-11.533000000000015
0.075,0.03,329.487,341.89,-12.402999999999963
0.075,0.035,328.623,341.841,-13.218000000000018
0.075,0.04,327.814,341.795,-13.980999999999995
0.075,0.045,327.058,341.751,-14.692999999999984
0.075,0.05,326.354,341.709,-15.355000000000018
0.075,0.055,325.701,341.669,-15.967999999999961
0.075,0.06,325.098,341.631,-16.53299999999996
0.075,0.065,324.542,341.595,-17.053000000000054
0.075,0.07,324.035,341.561,-17.525999999999954
0.075,0.075,323.573,341.53,-17.956999999999994
0.075,0.08,323.158,341.5,-18.341999999999985
0.075,0.085,322.786,341.472,-18.68599999999998
0.075,0.09,322.46,341.447,-18.987000000000023
0.075,0.095,322.176,341.423,-19.247000000000014
0.075,0.1,321.935,341.402,-19.466999999999985
0.07,-4.04e-34,336.03,342.232,-6.202000000000055
0.07,0.005,334.81,342.171,-7.36099999999999
0.07,0.01,333.652,342.113,-8.461000000000013
0.07,0.015,332.554,342.056,-9.50200000000001
0.07,0.02,331.516,342.002,-10.48599999999999
0.07,0.025,330.536,341.949,-11.413000000000011
0.07,0.03,329.613,341.899,-12.286000000000001
0.07,0.035,328.746,341.851,-13.105000000000018
0.07,0.04,327.934,341.804,-13.869999999999948
0.07,0.045,327.176,341.76,-14.584000000000003
0.07,0.05,326.469,341.718,-15.249000000000024
0.07,0.055,325.813,341.678,-15.865000000000009
0.07,0.06,325.207,341.64,-16.432999999999993
0.07,0.065,324.65,341.604,-16.954000000000008
0.07,0.07,324.14,341.571,-17.43100000000004
0.07,0.075,323.677,341.539,-17.861999999999966
0.07,0.08,323.259,341.509,-18.25
0.07,0.085,322.886,341.482,-18.596000000000004
0.07,0.09,322.558,341.456,-18.898000000000025
0.07,0.095,322.273,341.432,-19.158999999999992
0.07,0.1,322.032,341.411,-19.37900000000002
0.065,-3.76e-34,336.135,342.239,-6.103999999999985
0.065,0.005,334.916,342.178,-7.2620000000000005
0.065,0.01,333.756,342.12,-8.364000000000033
0.065,0.015,332.657,342.063,-9.406000000000006
0.065,0.02,331.617,342.009,-10.391999999999996
0.065,0.025,330.635,341.956,-11.321000000000026
0.065,0.03,329.711,341.906,-12.194999999999993
0.065,0.035,328.842,341.858,-13.01600000000002
0.065,0.04,328.028,341.812,-13.783999999999992
0.065,0.045,327.267,341.767,-14.5
0.065,0.05,326.558,341.725,-15.16700000000003
0.065,0.055,325.901,341.685,-15.783999999999992
0.065,0.06,325.293,341.647,-16.353999999999985
0.065,0.065,324.733,341.612,-16.87900000000002
0.065,0.07,324.222,341.578,-17.355999999999995
0.065,0.075,323.757,341.546,-17.788999999999987
0.065,0.08,323.338,341.516,-18.177999999999997
0.065,0.085,322.964,341.489,-18.524999999999977
0.065,0.09,322.635,341.463,-18.82800000000003
0.065,0.095,322.349,341.44,-19.091000000000008
0.065,0.1,322.107,341.41799999999995,-19.310999999999922
0.06,-3.47e-34,336.21,342.244,-6.034000000000049
0.06,0.005,334.99,342.184,-7.194000000000017
0.06,0.01,333.831,342.125,-8.293999999999983
0.06,0.015,332.73,342.068,-9.337999999999965
0.06,0.02,331.689,342.014,-10.324999999999989
0.06,0.025,330.706,341.962,-11.255999999999972
0.06,0.03,329.78,341.911,-12.131000000000029
0.06,0.035,328.91,341.863,-12.952999999999975
0.06,0.04,328.094,341.817,-13.723000000000013
0.06,0.045,327.332,341.773,-14.441000000000031
0.06,0.05,326.622,341.731,-15.10899999999998
0.06,0.055,325.963,341.691,-15.727999999999952
0.06,0.06,325.354,341.653,-16.299000000000035
0.06,0.065,324.793,341.617,-16.824000000000012
0.06,0.07,324.28,341.583,-17.303000000000054
0.06,0.075,323.815,341.551,-17.73599999999999
0.06,0.08,323.395,341.521,-18.126000000000033
0.06,0.085,323.02,341.494,-18.474000000000046
0.06,0.09,322.69,341.468,-18.77800000000002
0.06,0.095,322.403,341.445,-19.041999999999973
0.06,0.1,322.16,341.423,-19.262999999999977
0.055,-3.18e-34,336.255,342.247,-5.992000000000019
0.055,0.005,335.035,342.187,-7.151999999999987
0.055,0.01,333.875,342.128,-8.252999999999986
0.055,0.015,332.774,342.072,-9.298000000000002
0.055,0.02,331.733,342.017,-10.283999999999992
0.055,0.025,330.749,341.965,-11.215999999999951
0.055,0.03,329.822,341.914,-12.091999999999985
0.055,0.035,328.951,341.866,-12.914999999999964
0.055,0.04,328.134,341.82,-13.685999999999979
0.055,0.045,327.371,341.776,-14.40500000000003
0.055,0.05,326.66,341.734,-15.073999999999955
0.055,0.055,326.0,341.694,-15.694000000000017
0.055,0.06,325.39,341.656,-16.26600000000002
0.055,0.065,324.829,341.62,-16.790999999999997
0.055,0.07,324.316,341.586,-17.27000000000004
0.055,0.075,323.849,341.554,-17.704999999999984
0.055,0.08,323.429,341.525,-18.096000000000004
0.055,0.085,323.053,341.497,-18.444000000000017
0.055,0.09,322.723,341.471,-18.74799999999999
0.055,0.095,322.436,341.448,-19.012
0.055,0.1,322.192,341.426,-19.23399999999998
0.05,-2.89e-34,336.27,342.249,-5.979000000000042
0.05,0.005,335.05,342.188,-7.137999999999977
0.05,0.01,333.89,342.129,-8.239000000000033
0.05,0.015,332.789,342.073,-9.283999999999992
0.05,0.02,331.747,342.018,-10.270999999999958
0.05,0.025,330.763,341.966,-11.203000000000031
0.05,0.03,329.836,341.915,-12.079000000000008
0.05,0.035,328.964,341.867,-12.90300000000002
0.05,0.04,328.148,341.821,-13.673000000000002
0.05,0.045,327.384,341.777,-14.392999999999972
0.05,0.05,326.673,341.735,-15.062000000000012
0.05,0.055,326.013,341.695,-15.682000000000016
0.05,0.06,325.402,341.657,-16.254999999999995
0.05,0.065,324.841,341.621,-16.779999999999973
0.05,0.07,324.327,341.587,-17.25999999999999
0.05,0.075,323.861,341.555,-17.694000000000017
0.05,0.08,323.44,341.526,-18.086000000000013
0.05,0.085,323.064,341.498,-18.43399999999997
0.05,0.09,322.734,341.472,-18.738
0.05,0.095,322.447,341.449,-19.00200000000001
0.05,0.1,322.203,341.427,-19.224000000000046
0.045,-2.6e-34,336.255,342.247,-5.992000000000019
0.045,0.005,335.035,342.187,-7.151999999999987
0.045,0.01,333.875,342.128,-8.252999999999986
0.045,0.015,332.774,342.072,-9.298000000000002
0.045,0.02,331.733,342.017,-10.283999999999992
0.045,0.025,330.749,341.965,-11.215999999999951
0.045,0.03,329.822,341.914,-12.091999999999985
0.045,0.035,328.951,341.866,-12.914999999999964
0.045,0.04,328.134,341.82,-13.685999999999979
0.045,0.045,327.371,341.776,-14.40500000000003
0.045,0.05,326.66,341.734,-15.073999999999955
0.045,0.055,326.0,341.694,-15.694000000000017
0.045,0.06,325.39,341.656,-16.26600000000002
0.045,0.065,324.829,341.62,-16.790999999999997
0.045,0.07,324.316,341.586,-17.27000000000004
0.045,0.075,323.849,341.554,-17.704999999999984
0.045,0.08,323.429,341.525,-18.096000000000004
0.045,0.085,323.053,341.497,-18.444000000000017
0.045,0.09,322.723,341.471,-18.74799999999999
0.045,0.095,322.436,341.448,-19.012
0.045,0.1,322.192,341.426,-19.23399999999998
0.04,-2.31e-34,336.21,342.244,-6.034000000000049
0.04,0.005,334.99,342.184,-7.194000000000017
0.04,0.01,333.831,342.125,-8.293999999999983
0.04,0.015,332.73,342.068,-9.337999999999965
0.04,0.02,331.689,342.014,-10.324999999999989
0.04,0.025,330.706,341.962,-11.255999999999972
0.04,0.03,329.78,341.911,-12.131000000000029
0.04,0.035,328.91,341.863,-12.952999999999975
0.04,0.04,328.094,341.817,-13.723000000000013
0.04,0.045,327.332,341.773,-14.441000000000031
0.04,0.05,326.622,341.731,-15.10899999999998
0.04,0.055,325.963,341.691,-15.727999999999952
0.04,0.06,325.354,341.653,-16.299000000000035
0.04,0.065,324.793,341.617,-16.824000000000012
0.04,0.07,324.28,341.583,-17.303000000000054
0.04,0.075,323.815,341.551,-17.73599999999999
0.04,0.08,323.395,341.521,-18.126000000000033
0.04,0.085,323.02,341.494,-18.474000000000046
0.04,0.09,322.69,341.468,-18.77800000000002
0.04,0.095,322.403,341.445,-19.041999999999973
0.04,0.1,322.16,341.423,-19.262999999999977
0.035,-2.02e-34,336.135,342.239,-6.103999999999985
0.035,0.005,334.916,342.178,-7.2620000000000005
0.035,0.01,333.756,342.12,-8.364000000000033
0.035,0.015,332.657,342.063,-9.406000000000006
0.035,0.02,331.617,342.009,-10.391999999999996
0.035,0.025,330.635,341.956,-11.321000000000026
0.035,0.03,329.711,341.906,-12.194999999999993
0.035,0.035,328.842,341.858,-13.01600000000002
0.035,0.04,328.028,341.812,-13.783999999999992
0.035,0.045,327.267,341.767,-14.5
0.035,0.05,326.558,341.725,-15.16700000000003
0.035,0.055,325.901,341.685,-15.783999999999992
0.035,0.06,325.293,341.647,-16.353999999999985
0.035,0.065,324.733,341.612,-16.87900000000002
0.035,0.07,324.222,341.578,-17.355999999999995
0.035,0.075,323.757,341.546,-17.788999999999987
0.035,0.08,323.338,341.516,-18.177999999999997
0.035,0.085,322.964,341.489,-18.524999999999977
0.035,0.09,322.635,341.463,-18.82800000000003
0.035,0.095,322.349,341.44,-19.091000000000008
0.035,0.1,322.107,341.41799999999995,-19.310999999999922
0.03,-1.7299999999999999e-34,336.03,342.232,-6.202000000000055
0.03,0.005,334.81,342.171,-7.36099999999999
0.03,0.01,333.652,342.113,-8.461000000000013
0.03,0.015,332.554,342.056,-9.50200000000001
0.03,0.02,331.516,342.002,-10.48599999999999
0.03,0.025,330.536,341.949,-11.413000000000011
0.03,0.03,329.613,341.899,-12.286000000000001
0.03,0.035,328.746,341.851,-13.105000000000018
0.03,0.04,327.934,341.804,-13.869999999999948
0.03,0.045,327.176,341.76,-14.584000000000003
0.03,0.05,326.469,341.718,-15.249000000000024
0.03,0.055,325.813,341.678,-15.865000000000009
0.03,0.06,325.207,341.64,-16.432999999999993
0.03,0.065,324.65,341.604,-16.954000000000008
0.03,0.07,324.14,341.571,-17.43100000000004
0.03,0.075,323.677,341.539,-17.861999999999966
0.03,0.08,323.259,341.509,-18.25
0.03,0.085,322.886,341.482,-18.596000000000004
0.03,0.09,322.558,341.456,-18.898000000000025
0.03,0.095,322.273,341.432,-19.158999999999992
0.03,0.1,322.032,341.411,-19.37900000000002
0.025,-1.4399999999999999e-34,335.893,342.223,-6.330000000000041
0.025,0.005,334.674,342.162,-7.4879999999999995
0.025,0.01,333.517,342.103,-8.586000000000013
0.025,0.015,332.42,342.047,-9.62700000000001
0.025,0.02,331.384,341.992,-10.608000000000004
0.025,0.025,330.407,341.94,-11.533000000000015
0.025,0.03,329.487,341.89,-12.402999999999963
0.025,0.035,328.623,341.841,-13.218000000000018
0.025,0.04,327.814,341.795,-13.980999999999995
0.025,0.045,327.058,341.751,-14.692999999999984
0.025,0.05,326.354,341.709,-15.355000000000018
0.025,0.055,325.701,341.669,-15.967999999999961
0.025,0.06,325.098,341.631,-16.53299999999996
0.025,0.065,324.542,341.595,-17.053000000000054
0.025,0.07,324.035,341.561,-17.525999999999954
0.025,0.075,323.573,341.53,-17.956999999999994
0.025,0.08,323.158,341.5,-18.341999999999985
0.025,0.085,322.786,341.472,-18.68599999999998
0.025,0.09,322.46,341.447,-18.987000000000023
0.025,0.095,322.176,341.423,-19.247000000000014
0.025,0.1,321.935,341.402,-19.466999999999985
0.02,-1.1599999999999999e-34,335.724,342.211,-6.487000000000023
0.02,0.005,334.506,342.151,-7.645000000000039
0.02,0.01,333.35,342.092,-8.741999999999962
0.02,0.015,332.256,342.035,-9.779000000000053
0.02,0.02,331.223,341.981,-10.757999999999981
0.02,0.025,330.249,341.928,-11.678999999999974
0.02,0.03,329.333,341.878,-12.544999999999959
0.02,0.035,328.472,341.83,-13.358000000000004
0.02,0.04,327.667,341.784,-14.117000000000019
0.02,0.045,326.915,341.74,-14.824999999999989
0.02,0.05,326.214,341.698,-15.48399999999998
0.02,0.055,325.564,341.658,-16.093999999999994
0.02,0.06,324.964,341.62,-16.656000000000006
0.02,0.065,324.411,341.584,-17.173000000000002
0.02,0.07,323.906,341.55,-17.644000000000005
0.02,0.075,323.447,341.518,-18.07099999999997
0.02,0.08,323.034,341.489,-18.454999999999984
0.02,0.085,322.665,341.461,-18.795999999999992
0.02,0.09,322.339,341.435,-19.096000000000004
0.02,0.095,322.057,341.412,-19.35499999999996
0.02,0.1,321.818,341.39000000000004,-19.57200000000006
0.015,-8.67e-35,335.522,342.19800000000004,-6.676000000000045
0.015,0.005,334.304,342.137,-7.833000000000027
0.015,0.01,333.151,342.078,-8.926999999999964
0.015,0.015,332.06,342.022,-9.961999999999989
0.015,0.02,331.031,341.967,-10.935999999999979
0.015,0.025,330.061,341.915,-11.854000000000042
0.015,0.03,329.15,341.865,-12.715000000000032
0.015,0.035,328.294,341.816,-13.521999999999991
0.015,0.04,327.493,341.77,-14.276999999999987
0.015,0.045,326.745,341.726,-14.980999999999995
0.015,0.05,326.048,341.684,-15.636000000000024
0.015,0.055,325.402,341.644,-16.24200000000002
0.015,0.06,324.806,341.606,-16.80000000000001
0.015,0.065,324.257,341.571,-17.31400000000002
0.015,0.07,323.754,341.537,-17.78299999999996
0.015,0.075,323.298,341.505,-18.206999999999994
0.015,0.08,322.887,341.475,-18.588000000000022
0.015,0.085,322.521,341.448,-18.926999999999964
0.015,0.09,322.197,341.422,-19.225000000000023
0.015,0.095,321.917,341.399,-19.482000000000028
0.015,0.1,321.679,341.377,-19.698000000000036
0.01,-5.78e-35,335.284,342.182,-6.898000000000025
0.01,0.005,334.068,342.121,-8.052999999999997
0.01,0.01,332.918,342.063,-9.144999999999982
0.01,0.015,331.832,342.006,-10.173999999999978
0.01,0.02,330.808,341.952,-11.144000000000005
0.01,0.025,329.844,341.9,-12.055999999999983
0.01,0.03,328.938,341.849,-12.911000000000001
0.01,0.035,328.088,341.801,-13.712999999999965
0.01,0.04,327.292,341.755,-14.463000000000022
0.01,0.045,326.549,341.711,-15.162000000000035
0.01,0.05,325.857,341.669,-15.811999999999955
0.01,0.055,325.216,341.629,-16.41300000000001
0.01,0.06,324.623,341.591,-16.968000000000018
0.01,0.065,324.078,341.555,-17.477000000000032
0.01,0.07,323.58,341.521,-17.94100000000003
0.01,0.075,323.127,341.49,-18.363
0.01,0.08,322.719,341.46,-18.740999999999985
0.01,0.085,322.355,341.432,-19.076999999999998
0.01,0.09,322.034,341.407,-19.37299999999999
0.01,0.095,321.756,341.383,-19.62700000000001
0.01,0.1,321.52,341.362,-19.84200000000004
0.005,-2.89e-35,335.009,342.165,-7.156000000000006
0.005,0.005,333.795,342.104,-8.308999999999969
0.005,0.01,332.65,342.045,-9.395000000000039
0.005,0.015,331.57,341.989,-10.418999999999983
0.005,0.02,330.553,341.934,-11.381000000000029
0.005,0.025,329.596,341.882,-12.286000000000001
0.005,0.03,328.697,341.832,-13.134999999999991
0.005,0.035,327.853,341.783,-13.930000000000007
0.005,0.04,327.064,341.737,-14.673000000000002
0.005,0.045,326.327,341.693,-15.365999999999985
0.005,0.05,325.641,341.651,-16.00999999999999
0.005,0.055,325.005,341.611,-16.605999999999995
0.005,0.06,324.417,341.574,-17.15700000000004
0.005,0.065,323.876,341.538,-17.662000000000035
0.005,0.07,323.382,341.504,-18.122000000000014
0.005,0.075,322.933,341.472,-18.538999999999987
0.005,0.08,322.528,341.443,-18.914999999999964
0.005,0.085,322.167,341.415,-19.248000000000047
0.005,0.09,321.849,341.389,-19.54000000000002
0.005,0.095,321.573,341.366,-19.793000000000006
0.005,0.1,321.339,341.345,-20.00600000000003
-5.51e-19,0.005,333.481,342.08399999999995,-8.602999999999952
0.0,0.0,334.464,342.135,-7.670999999999992
-1.1e-18,0.01,332.345,342.02599999999995,-9.680999999999926
-1.65e-18,0.015,331.275,341.969,-10.694000000000017
-2.2e-18,0.02,330.267,341.915,-11.648000000000025
-2.76e-18,0.025,329.318,341.862,-12.54400000000004
-3.31e-18,0.03,328.427,341.81200000000007,-13.385000000000048
-3.86e-18,0.035,327.591,341.76399999999995,-14.172999999999945
-4.41e-18,0.04,326.809,341.718,-14.908999999999992
-4.96e-18,0.045,326.079,341.67400000000004,-15.595000000000027
-5.51e-18,0.05,325.4,341.63200000000006,-16.232000000000085
-6.06e-18,0.055,324.769,341.5919999999999,-16.822999999999922
-6.61e-18,0.06,324.187,341.55400000000003,-17.36700000000002
-7.16e-18,0.065,323.652,341.51800000000003,-17.866000000000042
-7.72e-18,0.07,323.162,341.484,-18.322000000000003
-8.27e-18,0.075,322.717,341.453,-18.73599999999999
-8.82e-18,0.08,322.316,341.42299999999994,-19.10699999999997
-9.37e-18,0.085,321.959,341.3960000000001,-19.43700000000007
-9.92e-18,0.09,321.643,341.37,-19.727000000000032
-1.05e-17,0.095,321.37,341.347,-19.976999999999975
-1.39e-17,0.1,321.244,341.3350000000002,-20.09100000000018
