X,Y,Temperature
0.02,0.045,326.966
0.02,0.05,326.264
0.02,0.055,325.613
0.02,0.06,325.012
0.02,0.065,324.458
0.02,0.07,323.952
0.02,0.075,323.493
0.02,0.08,323.078
0.02,0.085,322.708
0.02,0.09,322.382
0.02,0.095,322.1
0.02,0.1,321.86
0.015,0.005,335.58
0.015,-8.67E-35,334.363
0.015,0.01,333.209
0.015,0.015,332.118
0.015,0.02,331.088
0.015,0.025,330.117
0.015,0.03,329.204
0.015,0.035,328.347
0.015,0.04,327.545
0.015,0.045,326.796
0.015,0.05,326.098
0.015,0.055,325.451
0.015,0.06,324.853
0.015,0.065,324.303
0.015,0.07,323.8
0.015,0.075,323.343
0.015,0.08,322.932
0.015,0.085,322.564
0.015,0.09,322.24
0.015,0.095,321.96
0.015,0.1,321.721
0.01,0.005,335.342
0.01,-5.78E-35,334.126
0.01,0.01,332.975
0.01,0.015,331.889
0.01,0.02,330.864
0.01,0.025,329.899
0.01,0.03,328.992
0.01,0.035,328.14
0.01,0.04,327.344
0.01,0.045,326.6
0.01,0.05,325.907
0.01,0.055,325.264
0.01,0.06,324.671
0.01,0.065,324.125
0.01,0.07,323.625
0.01,0.075,323.172
0.01,0.08,322.763
0.01,0.085,322.398
0.01,0.09,322.077
0.01,0.095,321.798
0.01,0.1,321.561
0.005,0.005,335.066
0.005,-2.89E-35,333.852
0.005,0.01,332.707
0.005,0.015,331.627
0.005,0.02,330.609
0.005,0.025,329.651
0.005,0.03,328.75
0.005,0.035,327.906
0.005,0.04,327.115
0.005,0.045,326.377
0.005,0.05,325.69
0.005,0.055,325.053
0.005,0.06,324.464
0.005,0.065,323.923
0.005,0.07,323.427
0.005,0.075,322.977
0.005,0.08,322.572
0.005,0.085,322.21
0.005,0.09,321.892
0.005,0.095,321.615
0.005,0.1,321.381
-5.51E-19,0,333.538
0,0.005,334.521
-1.10E-18,0.01,332.402
-1.65E-18,0.015,331.331
-2.20E-18,0.02,330.322
-2.76E-18,0.025,329.372
-3.31E-18,0.03,328.48
-3.86E-18,0.035,327.643
-4.41E-18,0.04,326.86
-4.96E-18,0.045,326.129
-5.51E-18,0.05,325.448
-6.06E-18,0.055,324.817
-6.61E-18,0.06,324.234
-7.16E-18,0.065,323.697
-7.72E-18,0.07,323.207
-8.27E-18,0.075,322.761
-8.82E-18,0.08,322.359
-9.37E-18,0.085,322.001
-9.92E-18,0.09,321.685
-1.05E-17,0.095,321.411
-1.39E-17,0.1,321.285
